codigo_impeto,codigo_atributo,ordem,delta_fisico,bit_delta,largura_delta,fonte_preferida,registro_origem,endereco_origem,presente_dt200,presente_dt870_original,presente_dt870_atualizacao,condicao_estado,receita_confirmada,aplicavel_agora,falta_o_que
134,PB:518:6,4,3,175,5,dt870_atualizacao,133,dt870_atualizacao · PlayerBooster.bin · registro 133 · bit 175 · largura 5,true,true,true,ausente_comprovada,true,true,
135,PB:498:6,1,3,144,5,dt870_atualizacao,134,dt870_atualizacao · PlayerBooster.bin · registro 134 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
135,PB:530:6,2,3,244,5,dt870_atualizacao,134,dt870_atualizacao · PlayerBooster.bin · registro 134 · bit 244 · largura 5,true,false,true,ausente_comprovada,true,true,
135,PB:384:6,3,3,249,5,dt870_atualizacao,134,dt870_atualizacao · PlayerBooster.bin · registro 134 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
135,PB:524:6,4,3,122,5,dt870_atualizacao,134,dt870_atualizacao · PlayerBooster.bin · registro 134 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
142,PB:498:6,1,4,144,5,dt870_atualizacao,136,dt870_atualizacao · PlayerBooster.bin · registro 136 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
142,PB:492:6,2,4,239,5,dt870_atualizacao,136,dt870_atualizacao · PlayerBooster.bin · registro 136 · bit 239 · largura 5,true,false,true,ausente_comprovada,true,true,
142,PB:486:6,3,4,217,5,dt870_atualizacao,136,dt870_atualizacao · PlayerBooster.bin · registro 136 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
142,PB:550:6,4,4,271,5,dt870_atualizacao,136,dt870_atualizacao · PlayerBooster.bin · registro 136 · bit 271 · largura 5,true,false,true,ausente_comprovada,true,true,
143,PB:498:6,1,4,144,5,dt870_atualizacao,137,dt870_atualizacao · PlayerBooster.bin · registro 137 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
143,PB:486:6,2,4,217,5,dt870_atualizacao,137,dt870_atualizacao · PlayerBooster.bin · registro 137 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
143,PB:384:6,3,4,249,5,dt870_atualizacao,137,dt870_atualizacao · PlayerBooster.bin · registro 137 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
143,PB:518:6,4,4,175,5,dt870_atualizacao,137,dt870_atualizacao · PlayerBooster.bin · registro 137 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
144,PB:498:6,1,4,144,5,dt870_atualizacao,138,dt870_atualizacao · PlayerBooster.bin · registro 138 · bit 144 · largura 5,true,true,true,ausente_comprovada,true,true,
144,PB:396:6,2,4,276,5,dt870_atualizacao,138,dt870_atualizacao · PlayerBooster.bin · registro 138 · bit 276 · largura 5,true,true,true,ausente_comprovada,true,true,
144,PB:492:6,3,4,239,5,dt870_atualizacao,138,dt870_atualizacao · PlayerBooster.bin · registro 138 · bit 239 · largura 5,true,true,true,ausente_comprovada,true,true,
144,PB:530:6,4,4,244,5,dt870_atualizacao,138,dt870_atualizacao · PlayerBooster.bin · registro 138 · bit 244 · largura 5,true,true,true,ausente_comprovada,true,true,
145,PB:390:6,1,2,261,5,dt870_atualizacao,139,dt870_atualizacao · PlayerBooster.bin · registro 139 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
145,PB:524:6,2,2,122,5,dt870_atualizacao,139,dt870_atualizacao · PlayerBooster.bin · registro 139 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
145,PB:454:6,3,2,234,5,dt870_atualizacao,139,dt870_atualizacao · PlayerBooster.bin · registro 139 · bit 234 · largura 5,true,false,true,ausente_comprovada,true,true,
145,PB:550:6,4,2,271,5,dt870_atualizacao,139,dt870_atualizacao · PlayerBooster.bin · registro 139 · bit 271 · largura 5,true,false,true,ausente_comprovada,true,true,
146,PB:512:6,1,2,170,5,dt870_atualizacao,140,dt870_atualizacao · PlayerBooster.bin · registro 140 · bit 170 · largura 5,true,false,true,ausente_comprovada,true,true,
146,PB:390:6,2,2,261,5,dt870_atualizacao,140,dt870_atualizacao · PlayerBooster.bin · registro 140 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
146,PB:544:6,3,2,266,5,dt870_atualizacao,140,dt870_atualizacao · PlayerBooster.bin · registro 140 · bit 266 · largura 5,true,false,true,ausente_comprovada,true,true,
146,PB:524:6,4,2,122,5,dt870_atualizacao,140,dt870_atualizacao · PlayerBooster.bin · registro 140 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
147,PB:530:6,1,2,244,5,dt870_atualizacao,141,dt870_atualizacao · PlayerBooster.bin · registro 141 · bit 244 · largura 5,true,false,true,ausente_comprovada,true,true,
147,PB:384:6,2,2,249,5,dt870_atualizacao,141,dt870_atualizacao · PlayerBooster.bin · registro 141 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
147,PB:448:6,3,2,229,5,dt870_atualizacao,141,dt870_atualizacao · PlayerBooster.bin · registro 141 · bit 229 · largura 5,true,false,true,ausente_comprovada,true,true,
147,PB:524:6,4,2,122,5,dt870_atualizacao,141,dt870_atualizacao · PlayerBooster.bin · registro 141 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
148,PB:498:6,1,2,144,5,dt870_atualizacao,142,dt870_atualizacao · PlayerBooster.bin · registro 142 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
148,PB:396:6,2,2,276,5,dt870_atualizacao,142,dt870_atualizacao · PlayerBooster.bin · registro 142 · bit 276 · largura 5,true,false,true,ausente_comprovada,true,true,
148,PB:384:6,3,2,249,5,dt870_atualizacao,142,dt870_atualizacao · PlayerBooster.bin · registro 142 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
148,PB:524:6,4,2,122,5,dt870_atualizacao,142,dt870_atualizacao · PlayerBooster.bin · registro 142 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
149,PB:396:6,1,2,276,5,dt870_atualizacao,143,dt870_atualizacao · PlayerBooster.bin · registro 143 · bit 276 · largura 5,true,true,true,ausente_comprovada,true,true,
149,PB:504:6,2,2,149,5,dt870_atualizacao,143,dt870_atualizacao · PlayerBooster.bin · registro 143 · bit 149 · largura 5,true,true,true,ausente_comprovada,true,true,
149,PB:518:6,3,2,175,5,dt870_atualizacao,143,dt870_atualizacao · PlayerBooster.bin · registro 143 · bit 175 · largura 5,true,true,true,ausente_comprovada,true,true,
149,PB:550:6,4,2,271,5,dt870_atualizacao,143,dt870_atualizacao · PlayerBooster.bin · registro 143 · bit 271 · largura 5,true,true,true,ausente_comprovada,true,true,
150,PB:498:6,1,2,144,5,dt870_atualizacao,144,dt870_atualizacao · PlayerBooster.bin · registro 144 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
150,PB:390:6,2,2,261,5,dt870_atualizacao,144,dt870_atualizacao · PlayerBooster.bin · registro 144 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
150,PB:486:6,3,2,217,5,dt870_atualizacao,144,dt870_atualizacao · PlayerBooster.bin · registro 144 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
150,PB:480:6,4,2,202,5,dt870_atualizacao,144,dt870_atualizacao · PlayerBooster.bin · registro 144 · bit 202 · largura 5,true,false,true,ausente_comprovada,true,true,
151,PB:544:6,1,2,266,5,dt870_atualizacao,145,dt870_atualizacao · PlayerBooster.bin · registro 145 · bit 266 · largura 5,true,false,true,ausente_comprovada,true,true,
151,PB:524:6,2,2,122,5,dt870_atualizacao,145,dt870_atualizacao · PlayerBooster.bin · registro 145 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
151,PB:518:6,3,2,175,5,dt870_atualizacao,145,dt870_atualizacao · PlayerBooster.bin · registro 145 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
151,PB:454:6,4,2,234,5,dt870_atualizacao,145,dt870_atualizacao · PlayerBooster.bin · registro 145 · bit 234 · largura 5,true,false,true,ausente_comprovada,true,true,
152,PB:390:6,1,2,261,5,dt870_atualizacao,146,dt870_atualizacao · PlayerBooster.bin · registro 146 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
152,PB:402:6,2,2,281,5,dt870_atualizacao,146,dt870_atualizacao · PlayerBooster.bin · registro 146 · bit 281 · largura 5,true,false,true,ausente_comprovada,true,true,
152,PB:408:6,3,2,160,5,dt870_atualizacao,146,dt870_atualizacao · PlayerBooster.bin · registro 146 · bit 160 · largura 5,true,false,true,ausente_comprovada,true,true,
152,PB:518:6,4,2,175,5,dt870_atualizacao,146,dt870_atualizacao · PlayerBooster.bin · registro 146 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
153,PB:492:6,1,2,239,5,dt870_atualizacao,147,dt870_atualizacao · PlayerBooster.bin · registro 147 · bit 239 · largura 5,true,false,true,ausente_comprovada,true,true,
153,PB:384:6,2,2,249,5,dt870_atualizacao,147,dt870_atualizacao · PlayerBooster.bin · registro 147 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
153,PB:518:6,3,2,175,5,dt870_atualizacao,147,dt870_atualizacao · PlayerBooster.bin · registro 147 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
153,PB:434:6,4,2,180,5,dt870_atualizacao,147,dt870_atualizacao · PlayerBooster.bin · registro 147 · bit 180 · largura 5,true,false,true,ausente_comprovada,true,true,
154,PB:408:6,1,2,160,5,dt870_atualizacao,148,dt870_atualizacao · PlayerBooster.bin · registro 148 · bit 160 · largura 5,true,true,true,ausente_comprovada,true,true,
154,PB:384:6,2,2,249,5,dt870_atualizacao,148,dt870_atualizacao · PlayerBooster.bin · registro 148 · bit 249 · largura 5,true,true,true,ausente_comprovada,true,true,
154,PB:518:6,3,2,175,5,dt870_atualizacao,148,dt870_atualizacao · PlayerBooster.bin · registro 148 · bit 175 · largura 5,true,true,true,ausente_comprovada,true,true,
154,PB:434:6,4,2,180,5,dt870_atualizacao,148,dt870_atualizacao · PlayerBooster.bin · registro 148 · bit 180 · largura 5,true,true,true,ausente_comprovada,true,true,
155,PB:498:6,1,2,144,5,dt870_atualizacao,149,dt870_atualizacao · PlayerBooster.bin · registro 149 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
155,PB:486:6,2,2,217,5,dt870_atualizacao,149,dt870_atualizacao · PlayerBooster.bin · registro 149 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
155,PB:434:6,3,2,180,5,dt870_atualizacao,149,dt870_atualizacao · PlayerBooster.bin · registro 149 · bit 180 · largura 5,true,false,true,ausente_comprovada,true,true,
155,PB:480:6,4,2,202,5,dt870_atualizacao,149,dt870_atualizacao · PlayerBooster.bin · registro 149 · bit 202 · largura 5,true,false,true,ausente_comprovada,true,true,
156,PB:512:6,1,2,170,5,dt870_atualizacao,150,dt870_atualizacao · PlayerBooster.bin · registro 150 · bit 170 · largura 5,true,false,true,ausente_comprovada,true,true,
156,PB:486:6,2,2,217,5,dt870_atualizacao,150,dt870_atualizacao · PlayerBooster.bin · registro 150 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
156,PB:518:6,3,2,175,5,dt870_atualizacao,150,dt870_atualizacao · PlayerBooster.bin · registro 150 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
156,PB:454:6,4,2,234,5,dt870_atualizacao,150,dt870_atualizacao · PlayerBooster.bin · registro 150 · bit 234 · largura 5,true,false,true,ausente_comprovada,true,true,
157,PB:408:6,1,4,160,5,dt870_atualizacao,151,dt870_atualizacao · PlayerBooster.bin · registro 151 · bit 160 · largura 5,true,false,true,ausente_comprovada,true,true,
157,PB:384:6,2,4,249,5,dt870_atualizacao,151,dt870_atualizacao · PlayerBooster.bin · registro 151 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
157,PB:518:6,3,4,175,5,dt870_atualizacao,151,dt870_atualizacao · PlayerBooster.bin · registro 151 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
157,PB:434:6,4,4,180,5,dt870_atualizacao,151,dt870_atualizacao · PlayerBooster.bin · registro 151 · bit 180 · largura 5,true,false,true,ausente_comprovada,true,true,
158,PB:390:6,1,3,261,5,dt870_atualizacao,152,dt870_atualizacao · PlayerBooster.bin · registro 152 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
158,PB:524:6,2,3,122,5,dt870_atualizacao,152,dt870_atualizacao · PlayerBooster.bin · registro 152 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
158,PB:454:6,3,3,234,5,dt870_atualizacao,152,dt870_atualizacao · PlayerBooster.bin · registro 152 · bit 234 · largura 5,true,false,true,ausente_comprovada,true,true,
158,PB:550:6,4,3,271,5,dt870_atualizacao,152,dt870_atualizacao · PlayerBooster.bin · registro 152 · bit 271 · largura 5,true,false,true,ausente_comprovada,true,true,
159,PB:512:6,1,3,170,5,dt870_atualizacao,153,dt870_atualizacao · PlayerBooster.bin · registro 153 · bit 170 · largura 5,true,true,true,ausente_comprovada,true,true,
159,PB:390:6,2,3,261,5,dt870_atualizacao,153,dt870_atualizacao · PlayerBooster.bin · registro 153 · bit 261 · largura 5,true,true,true,ausente_comprovada,true,true,
159,PB:544:6,3,3,266,5,dt870_atualizacao,153,dt870_atualizacao · PlayerBooster.bin · registro 153 · bit 266 · largura 5,true,true,true,ausente_comprovada,true,true,
159,PB:524:6,4,3,122,5,dt870_atualizacao,153,dt870_atualizacao · PlayerBooster.bin · registro 153 · bit 122 · largura 5,true,true,true,ausente_comprovada,true,true,
160,PB:530:6,1,3,244,5,dt870_atualizacao,154,dt870_atualizacao · PlayerBooster.bin · registro 154 · bit 244 · largura 5,true,false,true,ausente_comprovada,true,true,
160,PB:384:6,2,3,249,5,dt870_atualizacao,154,dt870_atualizacao · PlayerBooster.bin · registro 154 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
160,PB:448:6,3,3,229,5,dt870_atualizacao,154,dt870_atualizacao · PlayerBooster.bin · registro 154 · bit 229 · largura 5,true,false,true,ausente_comprovada,true,true,
160,PB:524:6,4,3,122,5,dt870_atualizacao,154,dt870_atualizacao · PlayerBooster.bin · registro 154 · bit 122 · largura 5,true,false,true,ausente_comprovada,true,true,
161,PB:498:6,1,3,144,5,dt870_atualizacao,155,dt870_atualizacao · PlayerBooster.bin · registro 155 · bit 144 · largura 5,true,true,true,ausente_comprovada,true,true,
161,PB:396:6,2,3,276,5,dt870_atualizacao,155,dt870_atualizacao · PlayerBooster.bin · registro 155 · bit 276 · largura 5,true,true,true,ausente_comprovada,true,true,
161,PB:384:6,3,3,249,5,dt870_atualizacao,155,dt870_atualizacao · PlayerBooster.bin · registro 155 · bit 249 · largura 5,true,true,true,ausente_comprovada,true,true,
161,PB:524:6,4,3,122,5,dt870_atualizacao,155,dt870_atualizacao · PlayerBooster.bin · registro 155 · bit 122 · largura 5,true,true,true,ausente_comprovada,true,true,
162,PB:396:6,1,3,276,5,dt870_atualizacao,156,dt870_atualizacao · PlayerBooster.bin · registro 156 · bit 276 · largura 5,true,false,true,ausente_comprovada,true,true,
162,PB:504:6,2,3,149,5,dt870_atualizacao,156,dt870_atualizacao · PlayerBooster.bin · registro 156 · bit 149 · largura 5,true,false,true,ausente_comprovada,true,true,
162,PB:518:6,3,3,175,5,dt870_atualizacao,156,dt870_atualizacao · PlayerBooster.bin · registro 156 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
162,PB:550:6,4,3,271,5,dt870_atualizacao,156,dt870_atualizacao · PlayerBooster.bin · registro 156 · bit 271 · largura 5,true,false,true,ausente_comprovada,true,true,
163,PB:498:6,1,3,144,5,dt870_atualizacao,157,dt870_atualizacao · PlayerBooster.bin · registro 157 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
163,PB:390:6,2,3,261,5,dt870_atualizacao,157,dt870_atualizacao · PlayerBooster.bin · registro 157 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
163,PB:486:6,3,3,217,5,dt870_atualizacao,157,dt870_atualizacao · PlayerBooster.bin · registro 157 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
163,PB:480:6,4,3,202,5,dt870_atualizacao,157,dt870_atualizacao · PlayerBooster.bin · registro 157 · bit 202 · largura 5,true,false,true,ausente_comprovada,true,true,
164,PB:544:6,1,3,266,5,dt870_atualizacao,158,dt870_atualizacao · PlayerBooster.bin · registro 158 · bit 266 · largura 5,true,true,true,ausente_comprovada,true,true,
164,PB:524:6,2,3,122,5,dt870_atualizacao,158,dt870_atualizacao · PlayerBooster.bin · registro 158 · bit 122 · largura 5,true,true,true,ausente_comprovada,true,true,
164,PB:518:6,3,3,175,5,dt870_atualizacao,158,dt870_atualizacao · PlayerBooster.bin · registro 158 · bit 175 · largura 5,true,true,true,ausente_comprovada,true,true,
164,PB:454:6,4,3,234,5,dt870_atualizacao,158,dt870_atualizacao · PlayerBooster.bin · registro 158 · bit 234 · largura 5,true,true,true,ausente_comprovada,true,true,
165,PB:390:6,1,3,261,5,dt870_atualizacao,159,dt870_atualizacao · PlayerBooster.bin · registro 159 · bit 261 · largura 5,true,false,true,ausente_comprovada,true,true,
165,PB:402:6,2,3,281,5,dt870_atualizacao,159,dt870_atualizacao · PlayerBooster.bin · registro 159 · bit 281 · largura 5,true,false,true,ausente_comprovada,true,true,
165,PB:408:6,3,3,160,5,dt870_atualizacao,159,dt870_atualizacao · PlayerBooster.bin · registro 159 · bit 160 · largura 5,true,false,true,ausente_comprovada,true,true,
165,PB:518:6,4,3,175,5,dt870_atualizacao,159,dt870_atualizacao · PlayerBooster.bin · registro 159 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
166,PB:492:6,1,3,239,5,dt870_atualizacao,160,dt870_atualizacao · PlayerBooster.bin · registro 160 · bit 239 · largura 5,true,false,true,ausente_comprovada,true,true,
166,PB:384:6,2,3,249,5,dt870_atualizacao,160,dt870_atualizacao · PlayerBooster.bin · registro 160 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
166,PB:518:6,3,3,175,5,dt870_atualizacao,160,dt870_atualizacao · PlayerBooster.bin · registro 160 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
166,PB:434:6,4,3,180,5,dt870_atualizacao,160,dt870_atualizacao · PlayerBooster.bin · registro 160 · bit 180 · largura 5,true,false,true,ausente_comprovada,true,true,
167,PB:408:6,1,3,160,5,dt870_atualizacao,161,dt870_atualizacao · PlayerBooster.bin · registro 161 · bit 160 · largura 5,true,false,true,ausente_comprovada,true,true,
167,PB:384:6,2,3,249,5,dt870_atualizacao,161,dt870_atualizacao · PlayerBooster.bin · registro 161 · bit 249 · largura 5,true,false,true,ausente_comprovada,true,true,
167,PB:518:6,3,3,175,5,dt870_atualizacao,161,dt870_atualizacao · PlayerBooster.bin · registro 161 · bit 175 · largura 5,true,false,true,ausente_comprovada,true,true,
167,PB:434:6,4,3,180,5,dt870_atualizacao,161,dt870_atualizacao · PlayerBooster.bin · registro 161 · bit 180 · largura 5,true,false,true,ausente_comprovada,true,true,
168,PB:498:6,1,3,144,5,dt870_atualizacao,162,dt870_atualizacao · PlayerBooster.bin · registro 162 · bit 144 · largura 5,true,false,true,ausente_comprovada,true,true,
168,PB:486:6,2,3,217,5,dt870_atualizacao,162,dt870_atualizacao · PlayerBooster.bin · registro 162 · bit 217 · largura 5,true,false,true,ausente_comprovada,true,true,
168,PB:434:6,3,3,180,5,dt870_atualizacao,162,dt870_atualizacao · PlayerBooster.bin · registro 162 · bit 180 · largura 5,true,false,true,ausente_comprovada,true,true,
168,PB:480:6,4,3,202,5,dt870_atualizacao,162,dt870_atualizacao · PlayerBooster.bin · registro 162 · bit 202 · largura 5,true,false,true,ausente_comprovada,true,true,
169,PB:512:6,1,3,170,5,dt870_atualizacao,163,dt870_atualizacao · PlayerBooster.bin · registro 163 · bit 170 · largura 5,true,true,true,ausente_comprovada,true,true,
169,PB:486:6,2,3,217,5,dt870_atualizacao,163,dt870_atualizacao · PlayerBooster.bin · registro 163 · bit 217 · largura 5,true,true,true,ausente_comprovada,true,true,
169,PB:518:6,3,3,175,5,dt870_atualizacao,163,dt870_atualizacao · PlayerBooster.bin · registro 163 · bit 175 · largura 5,true,true,true,ausente_comprovada,true,true,
169,PB:454:6,4,3,234,5,dt870_atualizacao,163,dt870_atualizacao · PlayerBooster.bin · registro 163 · bit 234 · largura 5,true,true,true,ausente_comprovada,true,true,
170,PB:512:6,1,3,170,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 170 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:498:6,2,3,144,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 144 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:396:6,3,3,276,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 276 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:504:6,4,3,149,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 149 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:416:6,5,3,165,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 165 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:422:6,7,3,224,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 224 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:390:6,8,3,261,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 261 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:544:6,9,3,266,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 266 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:492:6,10,3,239,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 239 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:486:6,11,3,217,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 217 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:530:6,12,3,244,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 244 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:402:6,14,3,281,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 281 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:408:6,15,3,160,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 160 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:384:6,16,3,249,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 249 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:448:6,17,3,229,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 229 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:524:6,18,3,122,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 122 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:518:6,19,3,175,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 175 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:368:6,20,3,154,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 154 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:434:6,22,3,180,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 180 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:480:6,23,3,202,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 202 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:428:6,24,3,185,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 185 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:454:6,25,3,234,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 234 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:550:6,26,3,271,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · bit 271 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
170,PB:472:6,13,3,,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · conjunto GK bits 192/197/256,true,false,true,presente_sem_semantica,false,false,permutacao_semantica_dos_tres_campos_gk; semantica_e_parametros_da_condicao
170,PB:466:6,6,3,,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · conjunto GK bits 192/197/256,true,false,true,presente_sem_semantica,false,false,permutacao_semantica_dos_tres_campos_gk; semantica_e_parametros_da_condicao
170,PB:460:6,21,3,,5,dt870_atualizacao,164,dt870_atualizacao · PlayerBooster.bin · registro 164 · conjunto GK bits 192/197/256,true,false,true,presente_sem_semantica,false,false,permutacao_semantica_dos_tres_campos_gk; semantica_e_parametros_da_condicao
171,PB:512:6,1,3,170,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 170 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:498:6,2,3,144,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 144 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:396:6,3,3,276,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 276 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:504:6,4,3,149,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 149 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:416:6,5,3,165,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 165 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:422:6,7,3,224,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 224 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:390:6,8,3,261,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 261 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:544:6,9,3,266,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 266 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
171,PB:492:6,10,3,239,5,dt870_atualizacao,165,dt870_atualizacao · PlayerBooster.bin · registro 165 · bit 239 · largura 5,true,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
