codigo_jogo,fonte_preferida,registro_preferido,tipo_efeito_fisico,nivel_fisico,presente_dt200,presente_dt870_original,presente_dt870_atualizacao,dicionario_existente,condicional_dicionario,condicao_estado,nome_dicionario,record_sha256,receita_fisica_disponivel
160,dt870_atualizacao,154,1,3,true,false,true,true,false,ausente_comprovada,Precisão,0b0354dc84bb907af699ba430e75028da3aa96145af8874660f1ea5e40ef9b05,true
161,dt870_atualizacao,155,1,3,true,true,true,true,false,ausente_comprovada,Criador de Jogadas,38fe7637d64443385cd57d8285d355ebae649ef362e5f43232b21e2527251bd4,true
162,dt870_atualizacao,156,1,3,true,false,true,true,false,ausente_comprovada,Física,25f5fed3540e657d3958058ffb050772aebbe1e0db54d66b84cb95437506ff7b,true
163,dt870_atualizacao,157,1,3,true,false,true,true,false,ausente_comprovada,Equilibrista,3d49b31e0662250653b538cea7d5e30ab3471dc19b46cb881e6f72167ff8f5f8,true
164,dt870_atualizacao,158,1,3,true,true,true,true,false,ausente_comprovada,Contra-ataque,f37837e7f5496a99f37857fcb442965ef415890a6e07c3e0c3687eefe3c92dd5,true
165,dt870_atualizacao,159,1,3,true,false,true,true,false,ausente_comprovada,Bloqueio Aéreo,d608d039eed4cca8ecfecd33472b10303e7db1041a7ef690c932c8fa5abeedb2,true
166,dt870_atualizacao,160,1,3,true,false,true,true,false,ausente_comprovada,Arrancada,7d023cd0356f6ea9131341aa0e5a94a3cd1a9eaa7f0ff4fc1d237a08ba4ee14f,true
167,dt870_atualizacao,161,1,3,true,false,true,true,false,ausente_comprovada,Força,12d57c85db82de0bc838b58505742e8842c5dff59a113aa2b60cc8f87fb949d0,true
168,dt870_atualizacao,162,1,3,true,false,true,true,false,ausente_comprovada,Sem Bola,58d96cb1f53b825284668bfeadd97aa3c11edc03cde8571481eb6d478059d17f,true
169,dt870_atualizacao,163,1,3,true,true,true,true,false,ausente_comprovada,Defesa (Roubo),576ad6692261f28c076b4a8ff539d2f0e461f196a9c3b67931ddbfdb6fd867c9,true
170,dt870_atualizacao,164,2,3,true,false,true,true,true,presente_sem_semantica,Total Package,6af0118ec67ec891bd29580b08ca5fe7c781c2f3830da8a4f62e4a9602aa7b5e,true
171,dt870_atualizacao,165,2,3,true,false,true,true,true,presente_sem_semantica,Total Package,b5ab4c4adbdb0548b480ffcf4b90c572d5d10338106af3cbb6175a44ece4a622,true
172,dt870_atualizacao,166,0,1,true,false,true,false,,nao_avaliada,,07131968bcedad6ad4371ca5d00e75e5cfec7793dde466e5844eb800f5ab82b2,true
173,dt870_atualizacao,167,0,1,true,false,true,true,false,ausente_comprovada,Reconstrução,902022b716f6665c1bd350ff31c465ceaec3019f8f7d8c64851c1d2a23cd89bb,true
174,dt870_atualizacao,168,0,1,true,true,true,false,,nao_avaliada,,d53fe409cb34642db0b13f8ea0ad25de965263b2381d8e32519fe43d56f3b7fe,true
175,dt870_atualizacao,169,0,1,true,false,true,true,false,ausente_comprovada,Criador de Jogadas,3098faf96e86b989a5ebe12025e04ae1a9bac084c7600960e287afc7d57b6ebc,true
176,dt870_atualizacao,170,0,1,true,false,true,false,,nao_avaliada,,8a5d7297faa7785eaf15f6e22d2e87a40305952e429e32bffb0f681a98c08893,true
177,dt870_atualizacao,171,0,1,true,false,true,false,,nao_avaliada,,6d0c30d570c5478248ac520bfc7409bebcf13c4903ed01f18c17dbdf6bde044c,true
178,dt870_atualizacao,172,0,1,true,false,true,false,,nao_avaliada,,3bd74c4336af4ea22a343f69c1f1d4f336bc40174e8d1a61283e838d93e754ec,true
179,dt870_atualizacao,173,0,1,true,true,true,false,,nao_avaliada,,563994bddf7fd08d04a227eb60eeb82ef3d987dfdadd70e7719d5b5c03af13aa,true
180,dt870_atualizacao,174,0,1,true,false,true,false,,nao_avaliada,,9db4c3f583f13f64356723604d589a0a6de04d869a1d026018a97f719073d2e3,true
181,dt870_atualizacao,175,0,1,true,false,true,false,,nao_avaliada,,6fe1e4dd4315060e387c6e7c97143ad7f4baf64412ab4a9f788a83faf5589a86,true
182,dt870_atualizacao,176,0,1,true,false,true,false,,nao_avaliada,,5de5e89f53d1a67625addf2af229c0febd827b38d3215b2fdc67062e3a5b7bb3,true
183,dt870_atualizacao,177,0,1,true,false,true,false,,nao_avaliada,,2f2324ced92d74de2837ad6fe1ab2fde58f78e29ee9f73bf46772dd655b9a5f3,true
184,dt870_atualizacao,178,0,3,true,true,true,true,false,ausente_comprovada,Regista,0e76642f421cd0a689fcd209208a08fc2a6859db55e1133c478ff190f89b68e6,true
185,dt870_atualizacao,179,0,3,true,false,true,true,false,ausente_comprovada,Reconstrução,3f7b859df5350d627b6ff55e4f598b614bfad09b32f1c2db03fa3478b16c6099,true
186,dt870_atualizacao,180,0,3,true,false,true,true,false,ausente_comprovada,Precisão,d3584b6f911ecad56c3a3dcdad2a9c7934902497e373ec8e4856ab7227894769,true
187,dt870_atualizacao,181,0,3,true,false,true,true,false,ausente_comprovada,Criador de Jogadas,39b490e21ccd87d6549c050862d0058b13d289ae1fb21dcbf7a934382f77c01f,true
188,dt870_atualizacao,182,0,3,true,false,true,true,false,ausente_comprovada,Física,8bd6ea2d3b3acfec5c9636001fe098293936d69fbc35b8e4b64788c6e75d0eb6,true
189,dt870_atualizacao,183,0,3,true,true,true,true,false,ausente_comprovada,Equilibrista,916a0985d1e0114c004d6413929b217ef507944110c85312c7d12df43f92a317,true
190,dt870_atualizacao,184,0,3,true,false,true,true,false,ausente_comprovada,Contra-ataque,c9425d05868be9cbf12c8a0579933d746971ae6345ce59a950d2bfe69393b0e6,true
191,dt870_atualizacao,185,0,3,true,false,true,true,false,ausente_comprovada,Bloqueio Aéreo,e6d5bc20b4442e7941a7737f54cea40343b1865d568bf73ac60f90cdaa070563,true
192,dt870_atualizacao,186,0,3,true,false,true,true,false,ausente_comprovada,Arrancada,a503c74224e9155450fbfb781a3af1ff51d515ab9e8f00fdce5ea33e8d51aa80,true
193,dt870_atualizacao,187,0,3,true,false,true,true,false,ausente_comprovada,Força,37f0556b153b7bce0da92cd327372ce2d246f6470e6565f9f5f8d760f26fb901,true
194,dt870_atualizacao,188,0,3,true,true,true,true,false,ausente_comprovada,Sem Bola,d4736c8ed4f37d959aeb45b61e7b36148acd35292b78b00abcdbb9fd848fb662,true
195,dt870_atualizacao,189,0,3,true,false,true,true,false,ausente_comprovada,Defesa (Roubo),e37ce77f576b4c95aa98bb549063a60f522723e266b5830f3d5e3a0d8813bd76,true
197,dt870_atualizacao,190,0,4,false,false,true,false,,nao_avaliada,,e5d2fe3d07fce477f673e622297f799b8f4b1d379a6ec37de9b1c90634dd7f73,true
198,dt870_atualizacao,191,0,4,false,false,true,false,,nao_avaliada,,b2a2b1e7eb03e705b5956a197ff85b2cca5c18b51956d7bf1e448cfd6ed529ae,true
199,dt870_atualizacao,192,0,4,false,true,true,true,false,ausente_comprovada,Precisão,d5183e6a30a9473334b1a221a0b1866f943a861cffe4b6162cbc7b82c175a6fe,true
200,dt870_atualizacao,193,0,4,true,false,true,true,false,ausente_comprovada,Criador de Jogadas,40395d9d12df1910d903c46436eb6041c3d322bd0fd1a986e4cd556b922614e2,true
201,dt870_atualizacao,194,0,4,false,false,true,true,false,ausente_comprovada,Física,d71709e2a92c36fe2338e049632eea3726b73014debcfd868a73d64e37099f0d,true
202,dt870_atualizacao,195,0,4,false,false,true,true,false,ausente_comprovada,Equilibrista,657c16d45a50c242198d0396b76a346931e54b0e5a326bd6dd57996d3dc217ca,true
204,dt870_original,81,,,false,true,false,false,,nao_avaliada,,19b45e98b4f0c51d19f5c994e18aca30a9971b477f7ab25f6841185919adc549,false
205,dt870_atualizacao,196,0,4,false,false,true,true,false,ausente_comprovada,Arrancada,b8d83c39b4f75c8306daaf63f23d14f1bace3e2df29ab8c53d45e5822a7da34b,true
206,dt870_atualizacao,197,0,4,false,false,true,true,false,ausente_comprovada,Sem Bola,a340f8ba0f15dc548d9e0fae9b345f064ea93782ce2e3a9f297fd2ea0165b964,true
207,dt870_atualizacao,198,0,4,false,false,true,true,false,ausente_comprovada,Defesa (Roubo),e2d9d87020a120cd02c616f1eacce0dc0e2cc0be0eb88a0ad9e88ac9c3ff8fd4,true
208,dt870_atualizacao,199,2,3,false,false,true,true,true,presente_sem_semantica,Total Package,18f4cc50a49ceec6d70f06de7884ba03fe5db42f4c4f02345ec977fce1126239,true
209,dt870_original,83,,,false,true,false,false,,nao_avaliada,,4515e87eed4ef7b3d2fd76ae89b5bc3e56b2894df066f626b67be5b17af721d1,false
214,dt870_original,85,,,false,true,false,false,,nao_avaliada,,773a4c48c4f6df8e1dd73714bc709ac9759cf93413fb69e488a1638b4dca7b35,false
219,dt870_original,87,,,false,true,false,false,,nao_avaliada,,f2c9aa8366355aa5e831a017b437a0f5f486e7fb4fc1e9a15f92ca6545c56716,false
224,dt870_original,89,,,false,true,false,false,,nao_avaliada,,b4354bdbf15d6be88109ed8abc7c241aabb0b469524fbbcd59b20aee9e0a8776,false
229,dt870_original,91,,,false,true,false,false,,nao_avaliada,,b79137fd0e58983804bc8835625d696c8a984508a132d1611e83e3b9b085309e,false
234,dt870_original,93,,,false,true,false,false,,nao_avaliada,,613f58f5254c972a2dc11b1ae40f696a083377df7f0104fdf43aa15df5bb516a,false
239,dt870_original,95,,,false,true,false,false,,nao_avaliada,,7566380074ea3794edbcfb9824b7a60612419e4033b4071a8e8812d7b1dc0cbd,false
244,dt870_original,97,,,false,true,false,false,,nao_avaliada,,0263d48c7324d085adc34482023ad134f6378d7251887afaab574fe735264cce,false
249,dt870_original,99,,,false,true,false,false,,nao_avaliada,,e8a5f2e0ac0e4da642816703cb46d1adea565254459dedf7d5c21f3a6f5af955,false
250,dt870_atualizacao,200,5,6,false,false,true,true,false,ausente_comprovada,Ball Control,249dd7fc64f32d0471ccf58a4d588ec0aa467fd616e3ef9b8014fa16d40416a6,true
254,dt870_original,101,,,false,true,false,false,,nao_avaliada,,951a98b42c86bd54b4f4b051d913eeaf59930ca7e0c8c11e3480994ac820dfdb,false
259,dt870_original,103,,,false,true,false,false,,nao_avaliada,,f795aee5e3c4b7ed87b7ca4df34574937db46ab51925ae0ae1edda46c96edc83,false
260,dt870_original,30,,,false,true,false,false,,nao_avaliada,,21c820ec616696eabdcf242de3e9f615bd0b25fbbace41c31b0e24e39ae30ef5,false
261,dt870_atualizacao,201,5,6,false,false,true,false,,nao_avaliada,,c00ccd4dc0d1764432149f6d14424b1ff563cf332691dfe5b105630da2f42c53,true
262,dt870_original,52,,,false,true,false,false,,nao_avaliada,,05a1437edcf05e0fa68a764152e09187d88bcb0e33676c351f45debbb7489971,false
263,dt870_atualizacao,202,5,6,false,false,true,true,false,ausente_comprovada,Velocidade,62e53c0a727bfe97fbef3ae4bd7668be754579a41ab4d2a67e19b8d29f4f27ca,true
264,dt870_original,162,,,false,true,false,false,,nao_avaliada,,45b12c02ee5b0b1ebd0b05aa49d7e0b15f3ffb5d176716efa03a8bb0124f705a,false
265,dt870_atualizacao,203,5,6,false,false,true,true,false,ausente_comprovada,Physical Contact,ccc717d0641ba75368137167206be9142e89a2bf53366f26cf596558491f971f,true
266,dt870_atualizacao,204,5,6,false,false,true,false,,nao_avaliada,,5012ac3d288d22dab1ff2db8d61843126e133076ac17e6677163be6c81e803cc,true
267,dt870_atualizacao,205,5,6,false,false,true,true,false,ausente_comprovada,Salto,4c078e1949fa53e15e329b3c7d70d0ce30f5ece6c898725459761794ede9ca94,true
268,dt870_original,154,,,false,true,false,false,,nao_avaliada,,839708d2eb3a474c9eacdc02feeaf30481955c6d03c6a2dcee4bd97153e44612,false
269,dt870_original,107,,,false,true,false,false,,nao_avaliada,,49820c5433b2eb9321fb5aebfaf354d55e13047cdc61e10de39e3fe282fa7d4c,false
274,dt870_original,109,,,false,true,false,false,,nao_avaliada,,88f942e263ce1f8b000099c66c67de935f9f26a87f61185f1b092749210c4e2a,false
279,dt870_original,111,,,false,true,false,false,,nao_avaliada,,6581500f2c6e6b38584b97f71d25c2f29ff4050585c3f3c71402ad2a3cdbc71c,false
284,dt870_original,113,,,false,true,false,false,,nao_avaliada,,a5b8df35ca73f86260ec2332ca046ebd6cc78f59befd5ddf7ab8cb2a137a1e07,false
289,dt870_original,115,,,false,true,false,false,,nao_avaliada,,f3df709a1ced3ad463cd35827f12640de211dfb5494034a397521d88f945011f,false
294,dt870_original,117,,,false,true,false,false,,nao_avaliada,,caeb0ade6b5244fe9297acb57c97e359e171387a8e80fdb41d2be006786e5751,false
299,dt870_original,119,,,false,true,false,false,,nao_avaliada,,0da563438c8fd46915b38a6c07ced2a2b32b3ec69f7e6b421cb8e61b34186fb7,false
301,dt870_atualizacao,206,2,3,false,false,true,true,true,presente_sem_semantica,Goalkeeping,4750c8f8983ade4ef73e2f4e0193a36daf5d1fa184188c589d28a6ce24844c5a,true
302,dt870_atualizacao,207,2,3,false,false,true,true,true,presente_sem_semantica,Vigor Físico,bccc595ac16780d7da050761b92da1f8c4f63933fd0a8eae119b26bca828ca42,true
303,dt870_atualizacao,208,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,fbc562745a6a70c6b87052eace24ea012af97122156a2702c27d39e5ae43aaa7,true
304,dt870_atualizacao,209,2,3,false,true,true,true,true,presente_sem_semantica,Bloqueio Aéreo,b97b1f6dfb83de9d2c60bb1935f602b214a827d3a9f3325503d741e4ca9c2b96,true
305,dt870_atualizacao,210,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,9d88304ebf60b85912f5200b925b703a4afc6a19824ef3f6402f27a40636e7f1,true
306,dt870_atualizacao,211,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,9655ff7c7791376dab6e33738546831be354792325242674aa0251d6386c593e,true
308,dt870_atualizacao,212,2,3,false,false,true,true,true,presente_sem_semantica,Força,a2f1cbfe6c9fc9bcb31c0def59dd20eeaf097fd326212f1c67059db3d78ca9b7,true
309,dt870_original,123,,,false,true,false,false,,nao_avaliada,,97475f172397c16879023b7ded29af492aedfe0d939bbd7618e7693d24323821,false
310,dt870_atualizacao,213,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,29c6c5f9f42fda1aff26d5ff69a00c8fd812a900294cf26e730b8719c6c0e8bb,true
311,dt870_atualizacao,214,2,3,false,false,true,true,true,presente_sem_semantica,Contra-ataque,18c77005e6312cfaa3625f88dbe6637f28b3aa9ccf7e0842ecd5facfbc7d0439,true
312,dt870_atualizacao,215,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,b2d7ce7a7830a3e2002e8c79d7e87f87af914f05cedf80fa995ab3fbf285e1c2,true
313,dt870_atualizacao,216,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,47154fd56c9e4214950f970f9a28f71e745af018705dac95f598915e685154a9,true
314,dt870_atualizacao,217,2,3,false,true,true,true,true,presente_sem_semantica,Física,2b693f857aa56262528064b6e22288c88869dab1cc79e6ca568f1dd2673b2a68,true
315,dt870_atualizacao,218,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,070acfdb59da42b801cbadcb606bb0fa75b2926f94bda533bf80e75ec5207f36,true
317,dt870_atualizacao,219,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,73c5c6a76ce8e07adb1200bed341894b95ee5ce31170e3bca4a27f53806e1d7d,true
318,dt870_atualizacao,220,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,6e7a0fea5da74c0e3632f765a4e76329be50c97c2f7809989613ed643f748181,true
319,dt870_atualizacao,221,2,3,false,true,true,true,true,presente_sem_semantica,Defesa,80855d0bbdb8b94749c9cf2a76fbec7679f47de06d1f46e9d0e761cc574a6581,true
320,dt870_atualizacao,222,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,b82eb96bc89895baf68988a92d68453fe0e0173eab87618d1b00e93e254042b6,true
321,dt870_atualizacao,223,2,3,false,false,true,true,true,presente_sem_semantica,Chute,f0ac3b728fe6402eebf7e372fef47db949045c1bb2733e656dc54952f5320a14,true
322,dt870_atualizacao,224,2,3,false,false,true,true,true,presente_sem_semantica,Força,8903f4fbdedc13d7c1c73221d9d235aca8e5a713fa951ab375374a0560f7ee73,true
323,dt870_atualizacao,225,2,3,false,false,true,true,true,presente_sem_semantica,Passe,9b6cedec8dc187775fe829068510a65d076d41bbf30f892330dca2ae16472e03,true
324,dt870_atualizacao,226,2,3,false,true,true,true,true,presente_sem_semantica,Duelo (Divididas),86645c59ce7b126f555e1385c347721a3210be3a1553c405adb7bd2e11e5efaf,true
325,dt870_atualizacao,227,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,2193effd1b12ac001ca3802ef7b4aab616242bc813ae7c730ba6f25b3b0dd815,true
326,dt870_atualizacao,228,2,3,false,false,true,true,true,presente_sem_semantica,Chute,31bea6b4ea9711c3217c416018a48c86a4938ab0c2d460fd88e5948754ebb1ba,true
327,dt870_atualizacao,229,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,4156232540ca9ad6caee7034349f88c7a76d6a831f1699df219e3c54fb305bc2,true
328,dt870_atualizacao,230,2,3,false,false,true,true,true,presente_sem_semantica,Força,d0380d373116a25898afa0096a7c636b05d8a2a9c0e74bb20bed473a404d7b0c,true
329,dt870_atualizacao,231,2,3,false,true,true,true,true,presente_sem_semantica,Disputa Aérea,0107af18860dd7ebbb165526cf5a67797acf532cb58578234641a3240f859f45,true
330,dt870_atualizacao,232,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,4f60038fd3bdd444f5fe29e0457cee51b3dc3d875e9b4401c8de0cbeec0dd779,true
331,dt870_atualizacao,233,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,18d7be3672fd5ac5aeda476a75edfbe309cf8fff7e99a502b9934cb2e59ba1bf,true
332,dt870_atualizacao,234,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,92803476d092cc9337e2707ece146c53a6548be13fef6681b2c54c46e4f85de1,true
334,dt870_atualizacao,235,2,3,false,true,true,true,true,presente_sem_semantica,Chute,9416b4529127fb8e56c548d764c887ef78536f28c3f5c6291b9a76eaeb8d65dd,true
335,dt870_atualizacao,236,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,893d9c9259dd2457440c3518779f9ab28de58f03e6ddab729e41cc24f81a326e,true
336,dt870_atualizacao,237,2,3,false,false,true,true,true,presente_sem_semantica,Disputa Aérea,99f1e24bcc4a8449a490e77d6891187ceabd0ae38e12c529d3eaae9f154c5439,true
337,dt870_atualizacao,238,2,3,false,false,true,true,true,presente_sem_semantica,Arrancada,86da0f5c5c3d854c8443242f3dc65d1eaed59121e43b4b5700dfb8406a0bcd5a,true
338,dt870_atualizacao,239,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,256cb3296d577d09fceb74d3e54ce20a0dc92ab01fe9360d3461b62ca0c4677e,true
339,dt870_atualizacao,240,2,3,false,true,true,true,true,presente_sem_semantica,Chute,1527ed97d7a0fed06d74d489f8e0a5b6aa6313d1e52cd9a0c71475de33713ce6,true
340,dt870_atualizacao,241,2,3,false,false,true,true,true,presente_sem_semantica,Equilibrista,6a0ffabb8e7cc723ad919d74c4196653faa9244d15bf9a3a4643df7522cb5346,true
341,dt870_atualizacao,242,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,5dc6380ef8f51bc7273279e1ae4e362d057a62b8ccdf8390e4d9d548cf9942f9,true
342,dt870_atualizacao,243,2,3,false,false,true,true,true,presente_sem_semantica,Contra-ataque,f1a0c9061a2aa8983b3459232b74a7dfac5de77e1af6f9a4c90b4580828b3299,true
343,dt870_atualizacao,244,2,3,false,false,true,true,true,presente_sem_semantica,Chute,46d9f06533cbe9e38f44b376bc73d14dd2ce96ef59baf0cfa47452a6ac7d2bd1,true
344,dt870_atualizacao,245,2,3,false,true,true,true,true,presente_sem_semantica,Arrancada,5bbaedaaa151c5345c08901ecd602014ab012bb130b869a849e5a6734f15f17b,true
345,dt870_atualizacao,246,2,3,false,false,true,true,true,presente_sem_semantica,Passe,4246627550589fc7c50031aeed1b251cb9a6e5682d12c1b2eb1daccf5ecb9792,true
346,dt870_atualizacao,247,2,3,false,false,true,true,true,presente_sem_semantica,Cobrança de Falta,135883439e5c8335526022cb649b4e695fc05d64e89104dce5e80f7488b5fcc3,true
347,dt870_atualizacao,248,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,9b48a51b5035a1f86641c09d51550dd7b153de85ea02d33142e209720ebf33d8,true
348,dt870_atualizacao,249,2,3,false,false,true,true,true,presente_sem_semantica,Contra-ataque,1eeacecb84bb819baaceb982dbc596db32aa16f67b987870e6c96eb6eac3f496,true
349,dt870_atualizacao,250,2,3,false,true,true,true,true,presente_sem_semantica,Sem Bola,b10ee9aaea3e7c545872be5a9108bf641041c0014b3ef474ca5ad3d866f8c318,true
350,dt870_atualizacao,251,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,20b184061c547d7a160324af6badd3a3d6ca56938784b165f41626635a810cd5,true
351,dt870_atualizacao,252,2,3,false,false,true,true,true,presente_sem_semantica,Passe,78bf3feef378d449dd3ad0ca633aaedf1fe56bfbc6325fdc4c7b1a319494982e,true
352,dt870_atualizacao,253,2,3,false,false,true,true,true,presente_sem_semantica,Física,7c5c5078810c8ef383952a067ecd3da982b5bac9567e959ae3059887d2ae1501,true
353,dt870_atualizacao,254,2,3,false,false,true,true,true,presente_sem_semantica,Chute,984e260b850807401b4c1a4c56f78a9471c6ed09e90081541e82d16b54dfcbb5,true
354,dt870_atualizacao,255,2,3,false,true,true,true,true,presente_sem_semantica,Motor do Time,77169add770c055710f5be5f1bfce13b53e5ca6c10ea34c3339e23c5dd94565d,true
355,dt870_atualizacao,256,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,ad7e2b74ef462b8a62bdb87a4cf5c6e7f53cac25e090ccdd30af43676370d730,true
356,dt870_atualizacao,257,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,6a25f87c14bbbd4825b819740ead644ca2aa88545769c5e8fb8ce6a4929fab79,true
357,dt870_atualizacao,258,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,8d1b45f6fec8105d03a2071dc74754069d433c4698b20f9b4226ed4b17f3459e,true
358,dt870_atualizacao,259,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,bb8044d7eb3793b24356586b364a5c52a69e55cc62351ecb9572510c7b752a5e,true
359,dt870_atualizacao,260,2,3,false,true,true,true,true,presente_sem_semantica,Goalkeeping,1d16dfdc1b4502e70f8997c037f1f661a9af3b3e7b47c303ef48149809f0c36e,true
360,dt870_atualizacao,261,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,560644aee83bbe0e05c047422a74039ed456ae795a4574c9df82311dc7f3bbe4,true
361,dt870_atualizacao,262,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,83bf5acd79a66fb6a9b35339e54caaa61525b827d083ef3b5468a8820967664d,true
362,dt870_atualizacao,263,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,d48a7dbc3994a5820edc562740534515657dfc16c7cb15480497f16fc6404d95,true
363,dt870_atualizacao,264,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,f94e8e1f917dec0a60e3c736297c45e60ad9ee0b282745204548c55c73838575,true
364,dt870_atualizacao,265,2,3,false,true,true,true,true,presente_sem_semantica,Criador de Jogadas,0f9f70bf08a147bb030c7383347006bb3060c77e6c2a559ae10e5c0eaee1f9e7,true
365,dt870_atualizacao,266,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,05cbf9ce152dc7fb4fead5bed2fe122f8363e68e87da78faeda80161c32c44c3,true
366,dt870_atualizacao,267,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,3cf771b667233dc69e6ad83b1870ca8cb75d836be0e3289e109f40258f02c7b1,true
367,dt870_atualizacao,268,2,3,false,false,true,true,true,presente_sem_semantica,Força,cdda95ea2c2570114d6637e4a611484d1ae2865c8b420a6f03855223db9064b0,true
368,dt870_atualizacao,269,2,3,false,false,true,true,true,presente_sem_semantica,Contra-ataque,4741dd137a960a7df6b04948348249fe24df64b630581d395038ea236520e51b,true
369,dt870_original,147,,,false,true,false,false,,nao_avaliada,,55ce904fb5f0583eec8faa4eb4c7d5c19ed203b0e57ad7370d7ac2ea0f2dad08,false
370,dt870_atualizacao,270,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,f81ee1f25695e1f3ce517e0a955e7b5dcc259e7823cf8c34e8eb28b1d2080ea3,true
371,dt870_atualizacao,271,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),ebe6b02ef8c7ce822078fad7e880df62ccc9a7eee82da4bf8c4d145188880b6b,true
372,dt870_atualizacao,272,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,40d6bcdda109205096aacb2558cb7fb11b010e878bcb3bca0590fcf04be2cbb7,true
373,dt870_atualizacao,273,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,d61bfb59aa4b5fb349c54933c2d7c5a98ef375493c3328845a21f983a6eaeda5,true
374,dt870_atualizacao,274,2,3,false,true,true,true,true,presente_sem_semantica,Contra-ataque,36d3e0666f3ac74037ad19f9183975f1a098ce6d44f0da1cd74134f86b667697,true
375,dt870_atualizacao,275,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,97434002946d2cb0e30c57134dbbe1e96a7fccb98b6f00aeb9ad423f634cea65,true
376,dt870_atualizacao,276,2,3,false,false,true,true,true,presente_sem_semantica,Cobrança de Falta,f5add9997f3a743599dda9630a742b5929bbdfde4a938ce6b71c3cbde1b31990,true
377,dt870_atualizacao,277,2,3,false,false,true,true,true,presente_sem_semantica,Vigor Físico,7ad995dd87fc8123eb6da53b0aee53e312ae34b811c16f7b7cd8625f0c78c52a,true
378,dt870_atualizacao,278,2,3,false,false,true,true,true,presente_sem_semantica,Duelo (Divididas),3b1659de37e5e8992ea36f2ef28755893fa49ea44007b0e06b001abebb1487be,true
379,dt870_atualizacao,279,2,3,false,true,true,true,true,presente_sem_semantica,Sem Bola,998f3a68cb061cb45523417d7d92ef1dd504e62690222b6beb22b3bc22d94742,true
380,dt870_atualizacao,280,2,3,false,false,true,true,true,presente_sem_semantica,Chute,378d78eceb1df56db6851e8038fc46cca027e7e362fcd2c33694d40668656c10,true
381,dt870_atualizacao,281,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,6482101868ed331f5fdfe29c2c9dc8a91e4dd0d2b4ab58e3510aebd64bad0987,true
382,dt870_atualizacao,282,2,3,false,false,true,true,true,presente_sem_semantica,Força,fedfc9dcd01eb636f74b1d9db42434dacfb6ec71a9c6393abac8f8cd281f464f,true
383,dt870_atualizacao,283,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,691d08ba23fcde5730cef9fb50983bc58d6bb6104979006ac3c764e52b365fa0,true
384,dt870_atualizacao,284,2,3,false,true,true,true,true,presente_sem_semantica,Precisão,af0ab0076016edcad91ce542c2cfa44e8802b307c16688b53ef84086245834bb,true
385,dt870_atualizacao,285,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,995e70b2301f64f07a14ead42cbd0d8c04090907ed3c59ebed7dffd140cae938,true
386,dt870_atualizacao,286,2,3,false,true,true,true,true,presente_sem_semantica,Instinto Artilheiro,fc6b3b2bf7754ecec9dfd2f6dd8161467f8b66a4bc0313933444009d8eb112ce,true
387,dt870_atualizacao,287,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),543dfbf59e09e2eb03dc58107d7dc977388f11e3c0210c7138e50a19575e3fd7,true
388,dt870_atualizacao,288,2,3,false,false,true,true,true,presente_sem_semantica,Chute,64e411093f1f517fc6981233eede2f87886e4567605510ecc2cd749115c97163,true
