secao,secao_idx,id_texto,texto
Any13T,9,296,"Para que objetivos de partida sejam considerados concluídos, você precisa cumprir com as condições de conclusão e também terminar a partida corretamente."
Any13T,9,302,Impossível reiniciar partida
Any13T,9,303,Os dados da partida serão excluídos do servidor.
Any13T,9,305,"É possível que o nome do time inserido fique visível para todos na internet se um vídeo de gameplay que o exiba for postado pela KONAMI ou terceiros autorizados. Portanto, tome cuidado para escolher um nome que não o identifique e que não tenha informações pessoais. Além disso, certifique-se de que ele não viole direitos de terceiros, não seja considerado ofensivo a qualquer indivíduo ou grupo e não viole os Termos de Uso."
Any13T,9,306,Use um contrato selecionado para contratar um jogador específico.
Any13T,9,307,"・Você pode mudar seu time base, o nome do time e a abreviatura quando quiser."
Any13T,9,308,"É possível que a abreviatura do nome do time (3 letras) inserida fique visível para todos na internet se um vídeo de gameplay que a exiba for postado pela KONAMI ou terceiros autorizados. Portanto, tome cuidado para escolher uma abreviatura que não o identifique e que não tenha informações pessoais. Além disso, certifique-se de que ela não viole direitos de terceiros, não seja considerada ofensiva a qualquer indivíduo ou grupo e não viole os Termos de Uso."
Any13T,9,309,Você pode editar o nome do time base do seu time ideal.
Any13T,9,310,Você pode editar a abreviatura do time base (3 letras) do seu time ideal.
Any13T,9,311,Alterações descartadas
Any13T,9,312,Subiu de nível
Any13T,9,313,%s e mais %d jogadores subiram de nível
Any13T,9,314,"Use pontos de progresso obtidos pelos jogadores para desenvolvê-los no menu ""Progresso do jogador""!"
Any13T,9,315,Jogue contra a IA por prêmios
Any13T,9,316,"Acumule pontos do evento jogando partidas. Depois, você poderá ganhar prêmios ao atingir certos marcos. Observe que será possível ganhar pontos adicionais ao colocar jogadores com um ""Bônus de jogador"" no plano de jogo e ao vencer adversários da IA com nível mais alto."
Any13T,9,317,Novos dados do sistema serão criados quando você reiniciar o jogo.
Any13T,9,318,Alterar
Any13T,9,321,Alterou o nome do plano de jogo
Any13T,9,322,Novo nome do plano de jogo: %s
Any13T,9,348,O time está pronto para jogar. Vamos voltar para o campo!
Any13T,9,349,Os rapazes estão esperando o começo da partida.
Any13T,9,350,Os jogadores do %s estão esperando o começo da partida.
Any13T,9,351,Os melhores jogadores do mundo estão esperando sua oferta!
Any13T,9,352,Treine seus jogadores e leve o %s ao topo!
Any13T,9,353,Chegou a hora de ver como os rapazes estão.
Any13T,9,354,Você não tem visto como o %s está ultimamente.
Any13T,9,355,Hora de limpar as chuteiras e voltar para o campo!
Any13T,9,356,A maior experiência do futebol na ponta dos dedos!
Any13T,9,357,Saudades de jogar futebol? O %s precisa de você!
Any13T,9,358,Esta conta está banida
Any13T,9,360,"Observamos atividades suspeitas que violam os ""Termos de Uso"" nesta conta. Para saber mais, entre em contato conosco pelo formulário de dúvida do site oficial do ""re"" em [Suporte online] > [Dúvida]."
Any13T,9,362,"Observamos atividades suspeitas que violam os ""Termos de Uso"" nesta conta. Para saber mais, entre em contato conosco pelo formulário de dúvida do site oficial do ""re"" em [Suporte online] > [Dúvida]. Ao entrar em contato, adicione a ""%s"" na caixa de dúvida."
Any13T,9,363,Este dispositivo está banido
Any13T,9,365,"Observamos atividades suspeitas que podem violar os ""Termos de Uso"" neste dispositivo. Para saber mais, entre em contato conosco pelo formulário de dúvida do site oficial do ""re"" em [Suporte online] > [Dúvida]."
Any13T,9,366,Não é possível acessar do seu país/região
Any13T,9,371,Este jogo é acessível apenas por usuários de países/regiões onde estiver disponível na loja do Steam®.
Any13T,9,372,O banimento foi retirado da sua conta
Any13T,9,373,"Lembre-se de conferir os ""Termos de Uso"" do ""re"" para evitar violações no futuro."
Any13T,9,374,Sua avaliação de cortesia foi reduzida para B
Any13T,9,375,Sua avaliação de cortesia foi reduzida para C
Any13T,9,376,Falha no download
Any13T,9,379,Você pode repetir o treino quando quiser em [Extras] > [Treino].
Any13T,9,380,Espaço de armazenamento insuficiente
Any13T,9,382,Configure o desarme principal designado ao seu controle.
Any13T,9,383,"O jogo de corpo será designado ao botão de desarme. Para fazer o desarme em pé, pressione o botão de marcar de perto ou pressão duas vezes."
Any13T,9,384,"O desarme em pé será designado ao botão de desarme. Para fazer o jogo de corpo, pressione o botão de marcar de perto ou pressão duas vezes."
Any13T,9,385,"Ao trocar o cursor manualmente, você poderá escolher a bola ou o jogador como ponto de base. Observe que, mesmo que você escolha ""Baseado na bola"", se a bola estiver fora de jogo, o ponto de base será ""Baseado no jogador""."
Any13T,9,395,Filtro concluído
Any13T,9,396,Confirme seu nome de usuário
Any13T,9,399,Nenhum nome foi inserido
Any13T,9,400,Nenhum país/região foi inserido
Any13T,9,401,Não é possível alterar país/região depois.
Any13T,9,402,Usuários que escolherem %s como país/região não poderão usar o serviço atual de Pontos eFootball™. Observe que não é possível trocar de país/região depois.
Any13T,9,404,Ocorreu um erro de conexão.
Any13T,9,405,Usuário desconectado
Any13T,9,406,Voltando à sala de jogo.
Any13T,9,410,Falha ao organizar partida
Any13T,9,411,"Um modo de partida 1x1 com dois usuários. A sala de jogo comporta até 2 usuários, e a partida pode começar quando ambos tiverem entrado."
Any13T,9,412,Um modo de partida cooperativo em que 3 usuários podem se juntar para enfrentar um adversário da IA.
Any13T,9,413,Um modo de partida Coop. em que até 3 usuários podem jogar em equipe contra usuários de outra sala de jogo.
Any13T,9,414,Um modo de partida Coop. em que times de pelo menos 2 usuários podem enfrentar outro time de usuários. A partida pode começar quando houver pelo menos 4 usuários na sala.
Any13T,9,415,Ver mais
Any13T,9,416,Carregando...
Any13T,9,417,Mais 5 usuários podem entrar.
Any13T,9,418,Mais 4 usuários podem entrar.
Any13T,9,419,Mais 3 usuários podem entrar.
Any13T,9,420,Mais 2 usuários podem entrar.
Any13T,9,421,Mais 1 usuário pode entrar.
Any13T,9,422,Você pode entrar na próxima partida quando esta acabar.
Any13T,9,423,A próxima partida não pode começar até que todos os usuários voltem para a sala.
Any13T,9,424,Não há salas de partida disponíveis
Any13T,9,425,Amplie os critérios de busca e tente novamente.
Any13T,9,426,É necessário mais 1 usuário para a partida.
Any13T,9,427,São necessários mais 2 usuários para a partida.
Any13T,9,428,São necessários mais 3 usuários para a partida.
Any13T,9,429,São necessários mais 4 usuários para a partida.
Any13T,9,430,São necessários mais 5 usuários para a partida.
Any13T,9,433,Adiciona um efeito de embaçamento (bokeh) em objetos fora de foco.
Any13T,9,434,Escolha a escala da resolução de renderização 3D comparada à resolução da tela. Um percentual maior permite a exibição de uma melhor resolução em cenas 3D.
Any13T,9,435,Escolha a qualidade das texturas.
Any13T,9,436,Adiciona um efeito de motion blur na câmera e nos objetos que se moverem.
Any13T,9,437,"Adiciona um efeito que emula uma iluminação mais realista. Especificamente, ele deixa mais natural a forma com que a luz se espalha a partir da fonte."
Any13T,9,438,Escolha a qualidade do contraste entre luz e sombras.
Any13T,9,439,Escolha a qualidade da representação das sombras.
Any13T,9,440,Adiciona um efeito de pós-processamento que melhora o realismo do jogo. Um exemplo do efeito é um maior nível de realismo nos reflexos da luz e na representação da pele.
Any13T,9,441,"Escolha a qualidade dos efeitos da lente, incluindo distorção e aberração cromática."
Any13T,9,442,Escolha a qualidade dos efeitos de partículas.
Any13T,9,443,Adicione um efeito que deixa mais realista a representação do movimento de tecido e cabelo dos jogadores.
Any13T,9,444,"Escolha a qualidade da representação de objetos fora do campo, como os funcionários do estádio e as câmeras."
Any13T,9,445,Escolha a qualidade da representação do gramado.
Any13T,9,446,Escolha a qualidade da representação da rede do gol.
Any13T,9,447,Escolha a qualidade da representação dos torcedores.
Any13T,9,449,Faz com que a organização de partida busque usuários por área.
Any13T,9,451,Serviço indisponível no momento.
Any13T,9,452,Ocorreu um erro de conexão
Any13T,9,453,Acesse o site oficial do re para ver informações sobre o status do servidor.
Any13T,9,454,Quer tentar restabelecer a conexão agora?
Any13T,9,455,Aguarde e tente novamente mais tarde.
Any13T,9,456,Impossível criar sala de jogo.
Any13T,9,457,Use a organização de partida para achar um adversário para uma partida 1x1.
Any13T,9,458,Organize ou entre em uma sala de jogo personalizada.
Any13T,9,460,Todos marcados como lidos
Any13T,9,461,Lista ordenada
Any13T,9,462,Escolhido como Líder
Any13T,9,463,Você será responsável pelas configurações do time %s nesta partida.
Any13T,9,464,Esta é uma versão de teste beta.
Any13T,9,466,Configure opções do jogo.
Any13T,9,467,Veja comandos e dicas sobre como jogar.
Any13T,9,468,Veja outras informações do jogo.
Any13T,9,469,Uma partida normal sem regras especiais.
Any13T,9,470,Primeiro time a fazer um gol vence.
Any13T,9,471,Encontre todas as salas que tenham vagas e não estejam em uma partida.
Any13T,9,472,Encontre todas as salas que tenham vagas e estejam em uma partida.
Any13T,9,473,"Para jogar, é necessário confirmar que você leu a Política de Privacidade."
Any13T,9,474,Você precisa aceitar para poder usar recursos online.
Any13T,9,475,Conexão com o Controle perdida
Any13T,9,476,Perfil atualizado
Any13T,9,477,Você não tem permissão para usar os serviços online.
Any13T,9,478,Você não tem permissão para acessar os modos multijogador.
Any13T,9,481,Encontre todas as salas que estejam hospedadas no servidor.
Any13T,9,482,Sair da sala de jogo?
Any13T,9,483,Encontre todas as salas com senha.
Any13T,9,484,Encontre todas as salas sem senha.
Any13T,9,485,Expulso da partida
Any13T,9,486,Encerrando partida
Any13T,9,489,"Se você não se mexer ou executar comandos não naturais durante um longo período, consideraremos que não estará capaz de continuar com a partida."
Any13T,9,491,"Já que você cedeu a partida, ela contará como derrota."
Any13T,9,492,Seu adversário cedeu a partida.
Any13T,9,493,Você venceu por W.O. porque seu adversário foi expulso da partida por comportamento inapropriado.
Any13T,9,494,Esta partida foi considerada como uma desistência.
Any13T,9,496,Houve um problema com a sua conexão.
Any13T,9,497,Esta partida foi abandonada por conta da conexão ruim do seu adversário.
Any13T,9,499,Esta partida foi considerada incompleta.
Any13T,9,500,Esta partida será abandonada devido a circunstâncias não previstas. 
Any13T,9,503,"Os dados salvos com nome ""%s"" serão perdidos."
Any13T,9,504,Salvando
Any13T,9,505,Não desligue o sistema.
Any13T,9,506,Salvamento concluído
Any13T,9,507,Concluído com sucesso!
Any13T,9,508,Erro no salvamento
Any13T,9,509,Espaço insuficiente. Libere %dKB ou mais espaço.
Any13T,9,510,Tentar de novo?
Any13T,9,511,Isto tentará salvar os dados novamente.
Any13T,9,512,Carregar %s?
Any13T,9,513,Isto carregará os dados salvos anteriores.
Any13T,9,514,Carregando
Any13T,9,515,Carregamento concluído
Any13T,9,516,Os dados salvos estão corrompidos.
Any13T,9,517,Ocorreu um erro inesperado.
Any13T,9,518,Isto tentará carregar os dados novamente.
Any13T,9,519,Excluir %s?
Any13T,9,520,Não é possível recuperar dados excluídos.
Any13T,9,521,Dados salvos excluídos
Any13T,9,522,Isto tentará excluir os dados salvos novamente.
Any13T,9,523,Adversário escolhendo configurações. 
Any13T,9,524,Aguarde um momento
Any13T,9,525,Você precisa aceitar o seguinte para continuar.
Any13T,9,527,"Ajuda automaticamente com o direcionamento, a força e a precisão do passe. O direcionamento e a força dos passes são controlados automaticamente."
Any13T,9,528,"Ajuda automaticamente com o direcionamento, a força e a precisão do passe. Ajuste a força e a precisão do passe usando ob e o botão de passe."
Any13T,9,529,Ajuda automaticamente com a força e a precisão do passe. Ajuste a força e a precisão do passe usando ob e o botão de passe.
Any13T,9,530,Ajuda automática desligada. Passes são controlados apenas usando ob e a barra de força.
Any13T,9,531,Não foi possível aceitar Convidar
Any13T,9,533,Voltar à tela de título?
Any13T,9,534,Uma conta diferente de usuário registrada neste console recebeu um Convidar.
Any13T,9,544,Tela de título
Any13T,9,549,Lista de salas de jogo atualizada.
Any13T,9,550,Confirme as config. atuais nas config. da sala de jogo.
Any13T,9,551,Líder se preparando para partida
Any13T,9,554,Você pode alterar o idioma do jogo quando quiser.
Any13T,9,555,Alterne o cursor entre os jogadores manualmente ao atacar e defender.
Any13T,9,556,Manutenção do servidor em andamento
Any13T,9,557,"Tente novamente depois do fim da manutenção.
Durante a manutenção, você pode jogar partidas contra a IA selecionando [Partida] > [Amistoso] em Início."
Any13T,9,558,Acesse o site oficial para saber mais sobre a manutenção.
Any13T,9,559,"O fim da manutenção está marcado para %s. Durante a manutenção, você pode jogar partidas contra a IA selecionando [Partida] > [Amistoso] em Início."
Any13T,9,560,Seu adversário está pronto
Any13T,9,561,Esperando você terminar.
Any13T,9,562,Adversário voltou à sala de jogo
Any13T,9,565,É possível colocar até 6 números no seu nome de usuário.
Any13T,9,566,Reverter aos padrões?
Any13T,9,568,Reverter
Any13T,9,569,Para o site oficial
Any13T,9,570,"Escolher a opção ""Fácil"" permitirá que o jogo ajude você a escolher a finta certa para cada situação. Escolher a opção ""Manual"" exigirá certos comandos para realizar fintas diferentes."
Any13T,9,571,Senha necessária
Any13T,9,572,"Se você ativar a opção Definir senha, será necessário definir uma senha."
Any13T,9,575,Confirmar
Any13T,9,579,O período da votação terminou.
Any13T,9,580,Prêmio por votar Recebido
Any13T,9,581,Seu palpite estava certo!
Any13T,9,582,Pegue o prêmio na caixa de entrada.
Any13T,9,585,Votar por %s
Any13T,9,586,Não é possível mudar o voto depois de Votar.
Any13T,9,587,Nenhum item para pegar
Any13T,9,588,Curta modos diferentes e ganhe prêmios sensacionais.
Any13T,9,589,Sem notícias no momento
Any13T,9,590,Fique de olho para qualquer novidade no futuro.
Any13T,9,592,Volte depois para ver atualizações.
Any13T,9,597,"・Diferente de outros usuários.
・Apenas alfanuméricos, ""_"" e ""-"".
・Entre 4 e 15 caracteres.
・Limite de 6 números."
Any13T,9,600,"Esta é a configuração padrão do rd.
Note que as configurações feitas em ""Configurações detalhadas"" não serão afetadas por essa mudança."
Any13T,9,601,"Esta é a configuração opcional do rd.
Note que as configurações feitas em ""Configurações detalhadas"" não serão afetadas por essa mudança."
Any13T,9,602,Alterar a configuração?
Any13T,9,603,Alterar a configuração para %s?
Any13T,9,604,Neste menu você pode ouvir as faixas gravadas e personalizar sua playlist.
Any13T,9,607,Altere informações do seu perfil.
Any13T,9,608,Aplicar atualizações ao vivo garante que você jogará com elencos e dados de jogadores mais recentes.
Any13T,9,611,Jogar uma partida
Any13T,9,613,Trocar de time?
Any13T,9,615,Aviso para menores de idade
Any13T,9,616,"・Receba permissão de um guardião legal antes de jogar.
・Converse sobre os limites apropriados das suas sessões de jogo."
Any13T,9,617,Atualização disponível
Any13T,9,618,Uma nova versão está disponível. Baixe e atualize o jogo agora.
Any13T,9,619,Baixar dados mais recentes?
Any13T,9,620,Tamanho dos dados: %.2f MB
Any13T,9,621,Baixar dados de narração?
Any13T,9,622,Aviso: fechar o jogo enquanto baixa ou instala dados pode impedir que o jogo seja aberto futuramente.
Any13T,9,623,Continuar partida?
Any13T,9,625,Limpar cache?
Any13T,9,626,Limpar o cache de dados pode corrigir alguns problemas do jogo.
Any13T,9,627,Cache limpo
Any13T,9,628,O processo foi concluído com sucesso.
Any13T,9,629,Partida anterior abandonada
Any13T,9,631,Faça ajustes até que as duas imagens fiquem com o mesmo brilho na sua tela.
Any13T,9,632,Esta opção equilibra os volumes do som ambiente do estádio e da narração.
Any13T,9,633,"Esta opção prioriza o volume da narração ao invés do som ambiente do estádio, deixando o jogo mais próximo das transmissões na TV."
Any13T,9,634,"Esta opção não tem narração e coloca o som ambiente do estádio em primeiro plano, fazendo com que você se sinta um torcedor nas arquibancadas."
Any13T,9,635,Você pode personalizar o equilíbrio do som que preferir.
Any13T,9,636,Você pode personalizar o volume da narração.
Any13T,9,637,"Você pode personalizar o volume do som ambiente do estádio, incluindo reações e cantos da torcida e os anúncios do estádio."
Any13T,9,638,"Você pode personalizar o volume dos sons da partida, como chutes e o apito."
Any13T,9,639,Você pode personalizar o volume dos efeitos sonoros do sistema.
Any13T,9,640,Você pode personalizar o volume da música.
Any13T,9,641,Ativar o HDR dará um melhor contraste do que a opção de exibição original (SDR).
Any13T,9,642,Mais itens ficaram visíveis
Any13T,9,643,Suas transações de pontos e itens são exibidos aqui.
Any13T,9,644,Nenhuma transação
Any13T,9,646,Objetivo comprado
Any13T,9,647,Passe de partida obtido
Any13T,9,649,Prêmios do Objetivo obtidos
Any13T,9,650,Prêmios do Passe de partida
Any13T,9,651,Recurso indisponível no momento
Any13T,9,652,"Veja mais detalhes nas [Notícias].
Pedimos desculpas pela inconveniência."
Any13T,9,653,Escolha seu time para este evento
Any13T,9,654,Você poderá alterar o time escolhido durante o evento.
Any13T,9,655,Seu time foi decidido
Any13T,9,656,Você usará %s neste evento.
Any13T,9,657,Usar %s?
Any13T,9,658,"Durante o evento, é possível alterar o time escolhido selecionando [Config. do evento] > [Time escolhido]."
Any13T,9,660,Seu Time base será %s durante este evento.
Any13T,9,661,Você aceitou os termos. Esperamos que continue curtindo rf.
Any13T,9,663,Sair do processo de vinculação?
Any13T,9,664,"Você pode tentar vincular depois, desde que seja possível estabelecer sua conexão com o servidor."
Any13T,9,665,Vincule a KONAMI ID ao re usando o código 2D ou o link. Isto vai permitir o uso dos Pontos eFootball™.
Any13T,9,666,Os Termos de Uso da KONAMI ID e do Pontos eFootball™ foram atualizados. Verifique e aceite estes termos usando o código 2D ou URL.
Any13T,9,667,"Se permitir o rastreamento, parte dos dados do seu dispositivo será compartilhada com o aplicativo."
Any13T,9,668,"*Os dados compartilhados não incluirão histórico de chamadas, informações de contatos, informações de pagamento, etc."
Any13T,9,669,Detalhes do usuário
Any13T,9,670,Lista de ignorados
Any13T,9,671,Adicionar à ignorados
Any13T,9,672,Retirar de ignorados
Any13T,9,675,Retirar %s dos ignorados
Any13T,9,686,Editar info. do usuário
Any13T,9,688,Histórico de partidas
Any13T,9,689,Partida de evento
Any13T,9,694,Liga eFootball™ (Categoria PvP)
Any13T,9,695,Liga Autêntica eFootball™
Any13T,9,697,Escolher avatar
Any13T,9,698,Fundo
Any13T,9,699,Expulsar
Any13T,9,700,Adicionar
Any13T,9,701,Retirar de ignorados
Any13T,9,702,Excluir
Any13T,9,703,Consiga %d vitórias
Any13T,9,704,Ganhe %d+ pontos
Any13T,9,705,Jogue %d partidas
Any13T,9,706,Marque %d+ gols
Any13T,9,708,O evento terminou
Any13T,9,709,Fique atento para o próximo evento.
Any13T,9,710,Confirmar sua data de aniversário.
Any13T,9,711,"Insira suas informações pessoais com cuidado, pois as usaremos para definir um nível apropriado de proteção de privacidade."
Any13T,9,716,Fase
Any13T,9,719,O progresso deste desafio será revertido.
Any13T,9,720,Nenhum evento disponível no momento
Any13T,9,721,Esperamos que continuem curtindo o rf.
Any13T,9,722,Impossível pegar item
Any13T,9,723,O item expirou.
Any13T,9,724,Você atingiu o limite que pode ter deste item.
Any13T,9,725,Item recebido
Any13T,9,726,Alguns itens não foram obtidos.
Any13T,9,727,%s entrou no seu time
Any13T,9,728,%s e outros itens
Any13T,9,729,%s ×%d
Any13T,9,730,Você pode comprar Moedas eFootball™.
Any13T,9,731,Você pode trocar Pontos eFootball™ por prêmios aqui.
Any13T,9,732,Vincule seus dados aqui.
Any13T,9,733,"Bem-vindo ao 
re"
Any13T,9,734,"Primeiro, vamos decidir seu nome de usuário."
Any13T,9,735,Confira a instruções que explicam como jogar partidas e vários modos.
Any13T,9,736,Aqui você pode ver os comandos de partida.
Any13T,9,739,Confira licenças aprovadas.
Any13T,9,740,"Se quiser jogar partidas contra a IA, pressione Cancelar e depois selecione [Partida] > [Amistoso] em Início."
Any13T,9,741,"・Apenas alfanuméricos, ""_"" e ""-""."
Any13T,9,745,O ícone de antena indica a qualidade da conexão determinada pelo seu ambiente de rede e a distância entre você e os servidores ou seu adversário.
Any13T,9,746,Veja se os dados estão na memória USB.
Any13T,9,747,"Veja se os dados estão na pasta a seguir:
C:\Usuários\*****\Documentos\KONAMI\rm\ST\eFootball™
(O conteúdo de '*****' varia de acordo com sua configuração.)"
Any13T,9,748,Memória USB não reconhecido
Any13T,9,749,Verifique a conexão do dispositivo e tente novamente.
Any13T,9,750,Sem dados de imagem.
Any13T,9,751,"Não se esqueça de importar torneio, time e outras imagens antes."
Any13T,9,752,Espaço livre insuficiente
Any13T,9,753,Apague algumas imagens p/ criar espaço.
Any13T,9,754,Indisponível no seu dispositivo
Any13T,9,755,Voltando ao menu de edição.
Any13T,9,756,Excluir dados editados
Any13T,9,757,Isto vai reverter todas as configurações editadas e excluir as imagens salvas no jogo.
Any13T,9,758,Importar imagens selecionadas?
Any13T,9,759,Isto pode levar um tempo se houver muitos dados.
Any13T,9,760,Excluir imagens selecionadas?
Any13T,9,761,Atenção: não será possível recuperar as imagens excluídas.
Any13T,9,762,Importando imagens selecionadas
Any13T,9,763,Desligar o sistema ou remover a memória USB pode corromper os dados.
Any13T,9,764,Importação cancelada
Any13T,9,765,Tente novamente se quiser importar imagens.
Any13T,9,766,Memória USB desconectada
Any13T,9,767,Importação abortada por desconexão da memória USB. Verifique e tente novamente.
Any13T,9,768,"Veja detalhes em ""Resultado da importação""."
Any13T,9,769,Excluindo imagens selecionadas
Any13T,9,770,Configurações editadas que usam essas imagens serão revertidas ao padrão.
Any13T,9,771,Exclusão cancelada
Any13T,9,772,Excluir imagens pode liberar espaço para importar outros dados.
Any13T,9,773,"Veja detalhes em ""Resultado da exclusão""."
Any13T,9,774,Importar dados selecionados?
Any13T,9,775,Selecionar todas as imagens
Any13T,9,776,Desmarcar tudo
Any13T,9,777,Você pode personalizar dados (como atributos) dos jogadores.
Any13T,9,778,Configure suas informações pessoais.
Any13T,9,779,Configure suas opções de jogo.
Any13T,9,780,Veja como jogar.
Any13T,9,782,Aprenda os comandos de partidas.
Any13T,9,783,Sair do re?
Any13T,9,784,"Selecione ""Cancelar"" se quiser continuar jogando."
Any13T,9,788,Participe de eventos e ganhe prêmios incríveis!
Any13T,9,790,Assista futebol de alto nível.
Any13T,9,791,Vote para ganhar prêmios!
Any13T,9,792,Pular o jogo-treino?
Any13T,9,793,Alguns áudios serão desativados para evitar a violação de direitos autorais. A narração também ficará indisponível.
Any13T,9,794,Alguns áudios serão desativados para evitar a violação de direitos autorais.
Any13T,9,795,Uso de Código de Publicidade do Android
Any13T,9,796,Impossível abrir o jogo
Any13T,9,797,Baixando/instalando o re.
Any13T,9,798,"Você pode mudar seu time base, o nome do time e a abreviatura quando quiser."
Any13T,9,799,O nome do time está vazio
Any13T,9,800,Digite um nome de time que tenha entre 1 e 23 caracteres.
Any13T,9,801,Nome do time inválido
Any13T,9,802,A abreviatura do time está vazia
Any13T,9,803,Digite uma abreviatura de time que tenha entre 1 e 3 caracteres.
Any13T,9,804,Abreviatura do time inválida
Any13T,9,805,Um time predefinido que está disponível no re. Times autênticos são atualizados com os dados mais recentes pelas atualizações ao vivo.
Any13T,9,806,"Você pode montar seu time ideal usando jogadores e técnicos que contratou. Escolha o estilo de jogo do time e desenvolva seus jogadores para que o time se encaixe com o seu estilo pessoal. Quando estiver pronto, você poderá testar seu time em eventos e torneios online.
Observe que o técnico e os jogadores iniciais não são influenciados pela sua escolha de time base."
Any13T,9,807,"Você ganha prêmios por concluir os desafios propostos. Você pode jogar os desafios quantas vezes quiser durante o período de disponibilidade, mas os prêmios pela primeira conclusão serão diferentes dos seguintes."
Any13T,9,808,"Este é um evento em que você enfrenta a IA usando seu time ideal. Acumule pontos de evento jogando partidas e ganhe prêmios por atingir certos marcos. Observe que a vitória contra adversários da IA de alto nível renderá mais pontos de evento. Em eventos com bônus de jogador, escalar jogadores específicos no plano de jogo também aumenta a quantidade de pontos de evento obtidos."
Any13T,9,809,"Participe de uma liga por divisão usando seu Time ideal. Este modo permite que você curta ver seu progresso nas divisões em cada fase. Você pode jogar contra a IA em ""Categoria contra a IA"" ou competir online contra outros usuários em ""Categoria PvP""."
Any13T,9,811,"O sistema de organização de partidas tentará parear você com adversários de nível parecido com o seu ou que estejam em uma região próxima. Se você não estiver satisfeito com os adversários que está sendo pareado, é possível alterar suas preferências em cada modo em ""Configurações"", ou em [Extras] > [Configurações do jogo] > [Cross-play]."
Any13T,9,813,"Quando estiver montando o plano de jogo do seu time ideal, não se esqueça de levar em consideração o nível do estilo de jogo do time. Ele é um indicativo da proficiência do técnico e dos jogadores registrados em cada estilo de jogo do time.
Lembrando que há 5 estilos de jogo do time: ""Posse de bola"", ""Contra-ataque rápido"", ""Contra-ataque"", ""Por fora"" e ""Passe longo""."
Any13T,9,814,Você pode criar uma Sala de jogo e jogar contra amigos com suas configurações preferidas de partida. Basta dizer o Nº da sala para seus amigos e pedir para que entrem na Sala de jogo. Você também pode colocar uma Senha para evitar que outros entrem.
Any13T,9,815,"Há 5 tipos de jogadores: ""GOAT"", ""Em evidência"", ""Em destaque"", ""Lendário"" e ""Normal"".
Jogadores em evidência e GOAT são contratados no nível máximo, o que os torna úteis para o seu time desde o início.
Jogadores em destaque, lendários e normais são contratados em níveis mais baixos, mas podem ser customizados para se encaixarem perfeitamente no seu time.
Se forem bem desenvolvidos, eles podem superar até jogadores em evidência e GOAT!"
Any13T,9,816,"Jogadores ""Brilhantes"" são jogadores normais que podem ter um Estilo de jogo diferente de suas versões normais.
Jogadores ""Brilhantes"" não estão disponíveis no momento."
Any13T,9,818,"Você receberá GP ao dispensar jogadores ou técnicos que não pretende usar no seu time.
Ao liberar jogadores, você também pode receber itens de acordo com o Tipo de carta e o VJ.
Lembre-se que se já tiver alcançado o limite de GP ou de qualquer outro item quando for dispensar, você não vai receber o GP ou itens que ultrapassarem o limite."
Any13T,9,819,"Jogadores são contratados por um período aproximado de 365 dias a partir da data de contratação. Observe que jogadores com contratos expirados só poderão jogar em Partida rápida e Partida com amigo.
É possível renovar contratos expirados de jogadores por, no máximo, 60 dias."
Any13T,9,820,"Jogadores vão subir de nível com base no total de Pontos de experiência. É possível ganhar Pontos de experiência em Treino de nível, participando de partidas e por Fusão de jogadores."
Any13T,9,821,"Um jogador ganha pontos de progresso toda vez que sobe de nível. Esses pontos podem ser usados para aumentar os atributos do jogador. Se quiser dar uma habilidade nova a ele ou aumentar sua proficiência em uma posição específica, será necessário usar um token de habilidade ou de posição primeiro. Lembre-se de usar os tokens e de distribuir os pontos de progresso com cuidado, já que não será possível reverter o desenvolvimento dos jogadores posteriormente."
Any13T,9,822,"Com Passe de partida, você pode garantir diversos prêmios ao concluir a quantidade indicada de partidas dentro de um certo período de tempo. Há três tipos de Passe de partida, com o Passe de partida Normal disponível gratuitamente para todos os usuários. Você também pode usar Moedas eFootball™ para desbloquear prêmios do Passe de partida Plus e do Passe de partida Premium. Jogar e concluir partidas PvP ou contra a IA gerará progresso no passe de partida. No entanto, observe que isso não inclui partidas disputadas em Amistoso, Treino e Mais habilidade."
Any13T,9,823,"Os objetivos são desafios no jogo que podem ser concluídos em troca de prêmios.
Teste suas habilidades nos Objetivos da Promoção, que estão disponíveis apenas por tempo limitado.
Partidas inválidas, abandonadas ou desconectadas não contarão para o progresso de conclusão de objetivos.
Observe que você não poderá mais concluir ou resgatar prêmios de objetivos expirados.
Além disso, alguns objetivos não podem ser concluídos em alguns formatos de partida."
Any13T,9,824,"Itens recebidos por bônus de login ou prêmios de evento serão enviados à sua caixa de entrada. Itens enviados para lá têm data de validade, portanto lembre-se de pegá-los antes de expirarem."
Any13T,9,825,"Se notar alguém violando os Termos de Uso ou desrespeitando outras pessoas, você pode entrar em contato conosco pela função ""Denunciar"".
Encontre a pessoa que quer denunciar ao acessar [Extras] > [Info. do usuário] > [Histórico de partidas], depois, denuncie ao acessar os [Detalhes do usuário] dela."
Any13T,9,826,"É possível comprar Moedas eFootball™ em [Loja] > [Moedas eFootball™].i1
GP pode ser obtido principalmente como prêmio do jogo.i0
Não será possível concluir a compra se o seu total de Moedas eFootball™ ultrapassar ou já estiver no limite de 99.999 no momento dessa compra.
Também podem ser chamadas de ""Moedas"" ou """""
