id,nome_en,nome_jp,nome_cn,no_dt200,no_dt870
8389121,Alfonso Valero,アルフォンソ バレーロ,阿方索·巴莱罗,true,true
8389132,Gabino Alkorta,ガビーノ アルコルタ,加维诺·阿尔科塔,false,true
8389477,Yaghub Nasser,ヤグブ ナセル,亚古卜·纳赛尔,true,true
8389510,Talat Wadud,タラト ワドゥド,塔拉特·瓦杜德,true,true
8389511,Amin Boulos,アミン ブロス,阿明·布洛斯,true,true
8389515,Dani Grimau,ダニ グリマウ,达尼·格里莫,true,true
8389782,Krystiyan Šakić,クリスティヤン シャキッチ,克里斯蒂安·沙基奇,true,true
8389790,Bogomil Kirov,ボゴミル キロフ,博戈米尔·基洛夫,true,true
8389815,Marino Saral,マリノ サラル,马里诺·萨拉尔,false,true
8389816,Manjarin Roteta,マンハリン ロテタ,曼哈林·罗特塔,false,true
8389819,Simon Curbelo,シモン クルベロ,西蒙·库尔维洛,false,true
8389823,Danylko Bišcan,ダニルコ ビシュツァン,达尼尔科·比斯察恩,false,true
8389824,Domagoj Vukić,ドマゴイ ヴキッチ,多马戈伊·武基奇,true,true
8389825,Domagoj Perko,ドマゴイ ペルコ,多马戈伊·佩尔科,false,true
8389826,Chris Votsis,クリス ヴォツィス,克里斯·沃齐斯,false,true
8389834,Peder Kvint,ペーダー クヴィント,彼泽·昆特,false,true
8389835,Elias Ballada,エリアス バラーダ,埃利亚斯·巴拉达,false,true
8389838,Jonas McCallum,ジョナス マッカラム,乔纳斯·麦卡勒姆,false,true
8389844,Andrew Hogan,アンドリュー ホーガン,安德鲁·霍根,false,true
8389846,Ioan Griesbach,ヨアン グリースバック,约安·格里斯巴赫,false,true
8389847,Jay Ewing,ジェイ ユーイング,杰伊·尤因,false,true
8389848,Micha Letley,マイカ レトリー,米查·莱特利,false,true
8389850,Watkin Dirac,ワトキン ディラック,沃特金·迪拉克,false,true
8389852,Sand Hinchliffe,サンダー ヒンクリフ,桑德·欣克利夫,false,true
8389855,Inglis Kerridge,イングリス ケリッジ,英格利斯·克里奇,false,true
8389856,Heston Branson,ヘストン ブランソン,赫斯顿·布兰森,false,true
8389857,Kieron Henryson,キーロン ヘンリンソン,基隆·亨利森,false,true
8389858,Regi Goldberg,レジナルド ゴールドバーグ,雷金纳德·戈德堡,false,true
8389859,Malcom Craddock,マルコム クラドック,马尔科姆·克拉多克,false,true
8389860,Freddie Bain,フレディ ベイン,弗雷迪·贝恩,false,true
8389861,Elis Calzaghe,エリス カルザゲ,伊利斯·卡尔扎革,true,true
8389862,François Bar,フランソワ グザヴィエ バール,弗朗索瓦-扎格维埃·巴尔,true,true
8389863,Rod Defontaine,ロドリグ ディフォンテーヌ,罗德里格·德方丹,true,true
8389864,Gegene Sinclair,ジェジェーヌ シンクレア,热热内·辛克莱,false,true
8389865,Toscan Carman,トスカン カルマン,托斯坎·卡曼,false,true
8389866,C. La Houssaye,セレスタン ラ ウサイユ,塞莱斯坦·拉乌赛,false,true
8389868,Feodor Lauris,フェオドール ロリス,费奥多尔·洛里斯,false,true
8389869,F. Lemercier,ファブリス ルメルシエ,法布里斯·勒梅西埃,false,true
8389870,Jules Galliot,ジュール アンリ ギャリオ,朱尔-亨利·加利奥,false,true
8389871,Cyril Falzon,シリル ファルゾン,西里尔·法尔宗,false,true
8389873,Sabri Audran,サブリ オードラン,萨布里·奥德朗,false,true
8390007,Georg Aldag,ゲオルグ アルダグ,格奥尔格·阿尔达格,true,true
8390810,Baltsar Stroem,バルトサール ストレーム,巴尔特萨尔·斯特伦,true,true
8390811,Ivan Shjejko,イワン シェイコ,伊万·什耶科,true,true
8390812,Pavao Blaškić,パヴァオ ブラシュキッチ,帕瓦奥·布拉斯基奇,true,true
8390813,Hamed Yusuf Ali,ハメド ユスフ アリ,哈米德·优素福-阿里,true,true
8390814,Khalid Talib,ハリド タリブ,哈立德·塔利布,true,true
8390815,Esme Knightley,エズメ ナイトリー,埃斯米·奈特利,true,true
8390816,Boris Rankl,ボリス ランクル,鲍里斯·兰克尔,true,true
8390819,Alperen Everen,アルペレン エヴェレン,阿尔佩伦·埃韦伦,true,true
8390820,Admir Bukvić,アドミル ブクヴィッチ,阿德米尔·布克维奇,true,true
8390821,Gavril Pavlov,ガヴリル パヴロフ,加夫里尔·帕夫洛夫,true,true
8390822,Matviyko Šakić,マトヴィイコ シャキッチ,马特维科·沙基奇,true,true
8390823,Myhaltso Franić,ミハルトソ フラニッチ,米哈尔索·弗拉尼奇,true,true
8390824,Adam Ryba,アダム リバ,亚当·里巴,true,true
8390826,Wilfrid Knell,ウィルフリッド ネル,威尔弗里德·奈尔,true,true
8390827,Nico Bjorkstam,ニコ ビョルクスタム,尼科·比约克斯塔姆,true,true
8390836,Ludovic Kalfon,リュドヴィック カルフォン,卢多维克·卡尔丰,true,true
8390837,Gerwin Richartz,ゲルヴィーン リヒャルツ,格温·里夏茨,true,true
8390839,Daphne Notaras,ダフネ ノタラス,达弗奈·诺塔拉斯,true,true
8390841,Vince Pinotti,ヴィンチェスラオ ピノッティ,维切斯劳·皮诺蒂,true,true
8390842,Thonus Prins,トヌス プリンス,托努斯·普林斯,true,true
8390843,Victor Krasko,ヴィクトール クラシコ,维克托·克拉斯科,true,true
8390844,Michael Cook,マイケル クック,迈克尔·库克,true,true
8390848,Gerard Aracil,ジェラール アラシル,赫拉德·阿拉西尔,true,true
8390849,Chris Boork,クリストフェル ボールク,克里斯托弗·博克,true,true
8390850,Vsevolod Khotya,ウセウォロド ホトヤ,弗谢沃洛德·霍佳,true,true
8390857,Joseba Iraizoz,ホセバ イライソス,何塞巴·伊莱索斯,true,true
8390859,Iban Gordillo,イバン ゴルディーリョ,伊万·戈迪略,true,true
8390898,Salman Waleed,サルマン ワレード,萨勒曼·瓦利德,true,true
8390899,Andriy Likhno,アンドリイ リフノ,安德里·利赫诺,true,true
8390904,Daniel Coghen,ダニエル コーエン,丹尼尔·科恩,false,true
8390905,Jacomo Rabal,ハコモ ラバル,哈科莫·拉瓦尔,false,true
8390952,Kings Toshack,キングズリイ トシャック,金斯利·托沙克,true,true
8390954,D. Melachrino,ディアン メラクリーノ,德扬·梅拉克里诺,true,true
8390955,Alton Golding,オルトン ゴールディン,奥尔顿·戈尔丁,true,true
8390956,Barney Widdows,バーニー ウィドウズ,巴尼·威多斯,false,true
8390960,Dugald Glenn,ドゥーガルド グレン,杜格尔·格伦,true,true
8390971,Kirk Florio,カーク フロリオ,柯克·弗洛里奥,true,true
8390975,Adolf Vadim,アドルフ ヴァディム,阿道夫·瓦迪姆,true,true
8390981,Sid Cousins,シド カズンズ,锡德·卡曾斯,true,true
8390987,V. Yarovoi,ウセウォロド ヤロウォイ,弗谢沃洛德·亚罗沃伊,false,true
8390991,Orlando Draper,オーランド ドレイパー,奥兰多·德雷珀,true,true
8390995,Gene Toregrosa,ヘネ トレグローサ,赫内·托莱格罗萨,false,true
8390997,Nusret Ratković,ヌスレト ラトコヴィッチ,努斯雷特·拉特科维奇,false,true
8390998,Boyko Stanev,ボイコ スタネフ,博伊科·斯塔内夫,true,true
8390999,Alern Katičić,アレン カティチッチ,阿莱恩·卡蒂契奇,true,true
8391007,Georg Knudsen,ゲーオウ クヌドセン,格奥尔·克努森,true,true
8391011,Sasa Kauffmann,ササ カウフマン,萨萨·考夫曼,true,true
8391014,Wiljan Vos,ウィルヤン フォス,维尔扬·福斯,true,true
8391017,Armando Baraja,アルマンド バラハ,阿曼多·巴拉哈,true,true
8391022,Slaven Tkalić,スラヴェン トカリッチ,斯拉文·特卡利奇,false,true
8391025,Dewey Ryley,デューイ ライリー,杜威·赖利,true,true
8391030,Nakib Seksan,ナキブ セクサン,纳基布·塞克桑,false,true
8391036,Gladys Rodwell,グラディス ロッドウェル,格拉迪斯·罗德韦尔,true,true
8391041,Eva Boccherini,エヴァージオ ボッケリーニ,埃瓦西奥·博凯里尼,true,true
8391042,Niek Hendriks,ニーク ヘンドリクス,尼克·亨德里克斯,true,true
8391052,B. Siegenthaler,ベネット シーゲンターラー,贝内特·西根塔勒,true,true
8391054,Jose Sorozabal,ホセ ソロサバル,何塞·索罗萨瓦尔,false,true
8391061,Leos Barak,レオシュ バラーク,莱奥斯·巴拉克,false,true
8391062,Cris Berthelsen,クリストフェル ベルテルセン,克里斯托弗·贝特尔森,true,true
8391072,Helge Prim,エルゲ プリム,埃尔格·普里姆,true,true
8391089,Alex Farinos,アレックス ファリノス,亚历克斯·法里诺斯,true,true
8391091,Erol Sönmez,エロル ションメズ,埃罗尔·肖恩梅兹,true,true
8391092,Gojko Krstić,ガイコ クルスティッチ,戈伊科·克尔斯蒂奇,true,true
8391096,Ivan Stupar,イヴァン ストゥパル,伊万·斯图帕尔,true,true
8391098,Ivo Antić,イヴォ アンティッチ,伊沃什·安蒂奇,false,true
8391105,Vince Schnebel,ヴィンツェンツ シュネーベル,文岑茨·施内贝尔,true,true
8391106,Siegbert Danner,ジークベルト ダナー,西格贝特·丹纳,true,true
8391146,Matviyko Vokić,マトヴィイコ ヴォキッチ,马特维科·沃基奇,true,true
8391147,Pavao Stosić,パヴァオ ストシッチ,帕瓦奥·索托西奇,true,true
8391152,Auguste Mirouze,オーギュスト ミルーズ,奥古斯特·米鲁兹,true,true
8391153,Hart Von Pocci,ハルトヴィヒ フォン ポッチ,黑特维希·冯-波奇,true,true
8391156,Joris Martens,ヨリス マルテンス,约里斯·马滕斯,true,true
8391159,Gorca Weindler,ゴルカ バインドラー,戈尔卡·魏因德勒,true,true
8391174,Massud Uthman,マスウド ウトマン,马苏德·奥斯曼,false,true
8391185,Gökmen Sunay,ギョクメン スナイ,戈克门·苏纳伊,true,true
8391189,Orynko Vlahović,オリンコ ヴラホヴィッチ,奥林科·弗拉霍维奇,true,true
8391215,Erwin Richartz,エルヴィン リヒャルツ,埃尔温·里夏茨,true,true
8391219,Kurt Polverini,クルト ポルヴェリーニ,库尔特·波尔韦里尼,true,true
8391252,Mustafa Çinar,ムスタファ チナル,穆斯塔法·基纳尔,true,true
8391255,Maryska Kozniku,マリスカ コズニク,马里斯卡·科兹尼库,false,true
8391256,Ivo Pogorelić,イヴォ ポゴレリッチ,伊沃什·波戈雷利奇,true,true
8391262,Adalbech Kockel,アーダルブレヒト コッケル,阿达尔贝赫·科赫尔,true,true
8391277,Roldan Alesanco,ロルダン アレサンコ,罗尔丹·阿莱桑科,true,true
8391285,Levi McClair,レヴィ マクレイアー,利维·麦克莱尔,true,true
8391288,Guntram Oeser,グントラム エーザー,贡特拉姆·厄泽尔,true,true
8391291,Thijme de Leeuw,テイメ デ レーウ,泰梅·德莱乌,true,true
8391292,Revo Zhiganshin,レヴォリ ジガンシン,列沃尔·日坚欣,true,true
8391293,Pascal Hession,パスカル ヘッション,帕斯卡尔·赫申,true,true
8391294,Jacinto Lleo,ハシント リェオ,哈辛托·列奥,true,true
8391295,Seba Hammerth,セバスティアン ハンメルト,塞巴斯蒂安·汉默特,true,true
8391296,Oleksa Kravchuk,オレクサンドル クラウチュク,奥列克桑德尔·克拉夫丘克,true,true
8391297,Drago Mucnjak,ドラゴ ムチニャク,德拉戈·姆奇尼亚克,true,true
8391298,Zia Hikmat,ジア ヒクマト,齐亚·希克迈特,true,true
8391299,Hassane Raed,ハッサン ラエド,哈桑·拉伊德,true,true
8391300,Rospo Telford,ロスポ テルフォード,罗斯波·特尔福德,true,true
8391301,Giles Auden,ジャイルズ オーデン,贾尔斯·奥登,true,true
8391302,Timo Laporta,ティモ ラポルタ,蒂莫·拉波尔塔,true,true
8391303,Louis Berruet,ルイス ベルエト,路易斯·贝鲁特,true,true
8391304,Yakup Dinçoz,ヤクプ ディンチョズ,雅库普·丁科兹,true,true
8391305,Hivzija Pasić,ヒヴジヤ パシッチ,希夫齐亚·帕西奇,true,true
8391306,Stoian Penev,ストイアン ペネフ,斯托扬·佩内夫,true,true
8391307,Edin Tokić,エディン トキッチ,埃丁·托基奇,true,true
8391308,Nikora Vlahović,ニコラ ヴラホヴィッチ,尼科拉·弗拉霍维奇,true,true
8391309,Adalbert Brada,アダルベルト ブラダ,阿达尔贝特·布拉达,true,true
8391310,Magnus Kuruse,マグヌス クルーセ,马格努斯·库鲁塞,true,true
8391311,Powell Leahy,パウエル レーヒイ,鲍威尔·莱希,true,true
8391312,Y. Ronneholm,イレルミ ロネホルム,于莱米·龙内霍尔姆,true,true
8391314,Giraud Varese,ジロー ヴァレーズ,吉罗·瓦雷兹,true,true
8391315,Giuseppe Davico,ジュゼッペ ダヴィコ,朱塞佩·达维科,true,true
8391316,A. Papanikolaou,アエティオス パパニコラウ,埃蒂奥斯·帕帕尼古拉乌,true,true
8391317,Omero Rosi,オメロ ロージ,奥梅罗·罗西,true,true
8391318,Levien Jacobs,レヴィーン ヤコブス,莱维恩·雅各布斯,true,true
8391319,Feodor Sedykh,フョードル セディフ,费奥德尔·谢德赫,true,true
8391320,Bart Hobbs,バート ホッブス,巴特·霍布斯,true,true
8391321,Abel Lobo,アベル ロボ,阿维尔·洛沃,true,true
8391322,Maart Oesterman,モルテン エステルマン,马尔滕·厄斯特曼,true,true
8391323,Viktor Kalyvod,ウィクトル カリウォド,维克托·卡雷沃德,true,true
8391324,Andre Miličić,アンドレ ミリチッチ,安德烈·米利契奇,true,true
8391325,Anas Hafeez,アナス ハフィーズ,阿纳斯·哈菲兹,true,true
8391326,Karim Raed,カリム ラエド,卡里姆·拉伊德,true,true
8391327,Frances Ran,フランシス ラン,弗朗西斯·拉恩,true,true
8391328,I. Bazalgette,イングリス バザルゲット,英格利斯·巴泽尔杰特,true,true
8391329,German Oriol,ヘルマン オリオール,赫尔曼·奥里奥尔,true,true
8391330,Josetxo Ocio,ホセチョ オシオ,何塞特索·奥西奥,true,true
8391331,Zerrin Ataizi,ゼリン アタイジ,泽林·阿塔伊济,true,true
8391332,Mirko Aleksić,ミルコ アレクシッチ,米尔科·阿列克西奇,true,true
8391333,Stoian Beron,ストイアン ベロン,斯托扬·贝龙,true,true
8391334,Pero Cvitanović,ペーロ ツビタノビッチ,佩罗·茨维塔诺维奇,true,true
8391335,Edin Polancec,エディン ポランチェツ,埃丁·波兰切茨,true,true
8391336,Leos Hrbac,レオシュ ハルバーチュ,莱奥斯·赫尔巴奇,true,true
8391337,Ludvig Dalby,ルドヴィ ダルビィ,卢兹维·达尔比,true,true
8391338,Don Sullivan,ドン サリヴァン,唐·沙利文,true,true
8392608,Raim Ylianttila,ライモ ユリアンティラ,拉伊莫·于连蒂拉,true,true
8392610,Nor Reinthaler,ノーマン ラインターラー,诺曼·赖因塔勒,false,true
8392613,R. Jan de Lange,ロベルト ヤン デ ランヘ,罗贝特-扬·德兰赫,true,true
8392625,Santi Marti,サンティ マルティ,桑蒂·马蒂,false,true
8392636,Otmar Carste,オトマール カルステ,奥特马尔·卡斯特,true,true
8392638,Amad Materazzi,アマデオ マテラッツィ,阿马德奥·马泰拉齐,true,true
8392639,Kasper Bosch,カスペル ボス,卡斯佩尔·博斯,true,true
8392651,Moises Fajer,モイセス ファイエル,莫伊塞斯·法赫尔,true,true
8392655,Fadeyka Radić,ファデイカ ラディチ,法迪卡·拉迪奇,true,true
8392708,Nicolas Viloca,ニコラス ビロカ,尼古拉斯·比洛卡,true,true
8392712,Zdenek Cernoch,ズデニェク チェルノフ,兹德涅克·切尔诺赫,false,true
8392715,Enos McGreal,イーノス マグリール,伊诺斯·麦格雷尔,true,true
8488609,Daniel Piscopo,ダニエル ピスコーポ,达尼埃尔·皮斯科波,true,true
8488610,Fred Arterton,フレデリック アータートン,弗雷德里克·阿特顿,true,true
8488611,Max Hanell,マックス ハネル,马克斯·哈内尔,true,true
8488612,Emmerich Vander,エメリッヒ ファンダー,埃梅里希·范德,true,true
8488613,Wernher Fesca,ヴェルンヘル フェスカ,韦恩赫尔·费斯卡,true,true
8488614,Harry Rellstab,ハリー レルシュタープ,哈里·雷尔斯塔布,true,true
8488694,Arthur Wagner,アルトゥール ヴァグナー,阿图尔·瓦格纳,true,true
8488733,Pierre L.Maiden,ピエール ルイ メイデン,皮埃尔-路易·梅登,true,true
8488738,Martin Tauler,マルティン タウレル,马丁·陶莱尔,true,true
8488740,Aitor Zahinos,アイトール サイノス,阿伊托·萨伊诺斯,true,true
8488742,Ender Çinar,エンデル チナル,恩代尔·基纳尔,true,true
8488746,Efren Chueca,エフレン チュエーカ,埃弗伦·楚埃卡,true,true
8488748,Romeo Larini,ロメーオ ラリーニ,罗密欧·拉里尼,true,true
8488752,Eladio Grimau,エラディオ グリマウ,埃拉迪奥·格里莫,true,true
8488755,Orlando Knight,オーランド ナイト,奥兰多·奈特,false,true
8488766,Mau Perriand,モーリス ペリアン,莫里斯·佩里安,true,true
8488776,Pim Martens,ピム マルテンス,皮姆·马滕斯,true,true
8488777,Laurens Evers,ラウレンス エフェルス,劳伦斯·埃弗斯,true,true
8488784,Egon Greening,エゴン グリーニング,埃贡·格林宁,true,true
8488792,Otto Castelo,オットー カステロ,奥托·卡斯特洛,true,true
8488800,Abel Maña,アベル マニャー,阿维尔·马纳,false,true
8488802,Jop Schipper,ヨプ スヒペル,约普·斯希佩尔,false,true
8488810,Barnaby Hearn,バーナビー ハーン,巴纳比·赫恩,true,true
8488824,Timoteo Antoni,ティモテオ アントーニ,蒂莫泰奥·安东尼,true,true
8488825,Edin Dragisić,エディン ドラギシッチ,埃丁·德拉吉西奇,false,true
8488835,Unai Saludes,ウナイ サルデス,乌奈·萨卢德斯,false,true
8488843,Le Roy Bradshaw,ルロイ ブラッドショー,勒罗伊·布拉德肖,true,true
8488845,Gustavo H.,グスタヴォ エンリケス,古斯塔沃·恩里克斯,false,true
8488854,Zijah Tuljkovic,ジヤフ トゥリコヴィッチ,日亚赫·图利科维奇,true,true
8488860,Theo. de Graaf,テオドルス デ フラーフ,特奥多鲁斯·德赫拉夫,true,true
8488871,Ansel Rauzzini,アンセルモ ラウッツィーニ,安塞尔莫·劳齐尼,true,true
8488903,D. Poncelet,ジブリル ポンスレ,吉布里尔·蓬斯莱,false,true
8488909,Iker Cota,イケル コタ,伊克尔·科塔,true,true
8488920,Wat Pryce,ワット プライス,沃特·普赖斯,true,true
8488923,Ramon Bermejo,ラモン ベルメホ,拉蒙·贝尔梅霍,true,true
8488954,Lamberto Barba,ランベルト バルバ,兰贝托·巴尔巴,true,true
8488963,Quique Arnau,キケ アルナウ,基克·阿尔瑙,true,true
8488980,Ciro Graffiedi,チロ グラッフィエディ,奇罗·格拉菲埃迪,false,true
8488981,Giro Baldato,ジローラモ バルダート,吉罗拉莫·巴尔达托,true,true
8488983,Fabian Sigle,ファビアン シグル,法比安·西格尔,true,true
8488988,Pedro Bermudo,ペドロ ベルムード,佩德罗·贝尔穆多,true,true
8488995,Baltasar Zabala,バルタサル サバラ,巴尔塔萨·萨瓦拉,false,true
8489029,G. Jorquera,ゴンサロ ジョルケーラ,贡萨洛·霍尔克拉,false,true
8489038,Boris Valido,ボリス バリド,鲍里斯·巴利多,true,true
8489067,Cristo Gene,クリスト ヘネ,克里斯托·赫内,false,true
8489098,Huug Peters,フーク ペテルス,赫乌赫·彼得斯,false,true
8489102,Angel Tielve,アンヘル ティエルブ,安赫尔·铁尔弗,false,true
8489106,Bojan del Olmo,ボヤン デル オルモ,博罕·德尔奥尔莫,true,true
8489118,Nic Mastrangelo,ニコロ マストランジェロ,尼科洛·马斯特兰杰洛,true,true
8489126,Ivo Dorado,イボ ドラード,伊沃·多拉多,false,true
8489129,Tarcisio Cocchi,タルチシオ コッキ,塔尔奇西奥·科基,true,true
8489133,German Doria,ジェルマン ドリア,热尔曼·多里亚,true,true
8489144,Galo Bartual,ガロ バルトゥアル,加洛·巴尔图阿尔,false,true
8489157,Donaldo Fogues,ドナルド フォゲス,唐纳多·福格斯,true,true
8489184,Manolo Torrello,マノロ トレジョ,马诺洛·托莱略,true,true
8489185,Iker Fajer,イケル ファイエル,伊克尔·法赫尔,true,true
8489193,Egoi Cipitra,エゴイ シピトラ,埃戈伊·西皮特拉,true,true
8489202,Bever Stanley,ビヴァリー スタンリー,贝弗利·斯坦利,true,true
8489206,Alphonse Boyer,アルフォンス ボワイエ,阿尔方斯·布瓦耶,false,true
8489255,Tristão Goios,トリスタン ゴイオス,特里斯唐·戈约斯,true,true
8489299,Silvijn Maas,シルフェイン マース,希尔维恩·马斯,false,true
8489304,Fil Castelo,フィロメノ カステロ,费洛梅诺·卡斯特洛,true,true
8489314,Guido Narros,グウィード ナルロス,吉多·纳罗斯,true,true
8489317,Fran Escuredo,フランシスコ エスクレド,弗朗西斯科·埃斯库雷多,false,true
8489325,Merijn Kuijpers,メレイン カイペルス,梅赖恩·克伊珀斯,true,true
8489328,Quinito Batlle,キニート バトレ,基里托·巴特列,false,true
8489352,Charles Tiberi,シャルル ルイ ティベリ,夏尔-路易·蒂贝里,true,true
8489372,Aleix Curbelo,アレッシュ クルベロ,亚历克斯·库尔维洛,true,true
8489373,Ivo Corrales,イボ コラーレス,伊沃·科拉莱斯,true,true
8489379,Petro Ardemagni,ペトローニオ アルデマーニ,彼得罗尼奥·阿尔代马尼,true,true
8489404,Marc Codina,マルセリノ コディーナ,马塞利诺·科迪纳,true,true
8489443,Paulo St. Amans,ポーロ サン アマン,保罗·圣阿芒,false,true
8489444,Vivian Lynes,ヴィヴィアン ラインズ,维维安·莱恩斯,true,true
8489457,Hector Varela,エクトル バレラ,埃克托尔·巴雷拉,true,true
8489458,Lando Rastrelli,ランド ラストレッリ,兰多·拉斯特雷利,false,true
8489461,Nakor Marchena,ナコル マルチェナ,纳克尔·马切纳,true,true
8489462,Sebastião Gois,セバスチャン ゴイス,塞巴斯蒂昂·戈伊斯,true,true
8489494,Tonino Rivelli,アントニーノ リヴェリ,安东尼诺·里韦利,false,true
8489526,Kieron Hignett,キーロン ヒグネット,基隆·希格尼特,true,true
8489527,Arnou Lecaillon,アルノルフ ルカリヨン,阿诺尔菲·莱卡永,true,true
8489548,Fabio Aboim,ファビオ アボイム,法比奥·阿博因,true,true
8489554,Mario Debla,マリオ デブラ,马里奥·德夫拉,true,true
8489561,Fran Gene,フラン ヘネ,弗兰·赫内,true,true
8489605,Curtis Walthew,カーティス ウォルシュー,柯蒂斯·沃尔休,true,true
8489620,Duane McCormick,ドゥエイン マコーミック,杜安·麦考密克,true,true
8489625,Blais Gusmeroli,ブレーズ ギュスメロリ,布莱兹·古斯梅罗利,true,true
8489634,Laas van Veen,ラース ファン フェーン,拉斯·范费恩,true,true
8489644,Alojz Marić,アロイズ マリッチ,阿洛伊兹·马里奇,false,true
8489649,Greg Schober,グレゴリウス ショーバー,格雷戈留斯·朔贝尔,true,true
8489653,Herbert Catrufo,ハーバート カトルーフォ,赫伯特·卡特鲁弗,true,true
8489674,Ronald Pohle,ロナルド ポール,罗纳德·波勒,false,true
8489676,Max Fuchsberger,マックス フックスベルガー,马克斯·富克斯贝格尔,true,true
8489677,Ugo Bia,ウーゴ ビア,乌戈·比亚,true,true
8489678,Patrice Bisson,パトリス ビソン,帕特里斯·比松,false,true
8489680,Toni Aragon,トニ アラゴン,托尼·阿拉贡,false,true
8489682,Apolloius Uhde,アポロニウス ウーデ,阿波罗尤斯·乌赫德,true,true
8489686,Drazen Peternac,ドラゼン ペテルナツ,德拉任·彼得纳克,true,true
8489687,Adrian Lloret,アドリアン リョレート,阿德里安·略雷特,true,true
8489689,Nikolaus Heldt,ニコラウス ヘルト,尼古劳斯·黑尔特,true,true
8489707,Oswaldo Fons,オズバルド フォンス,奥斯瓦尔多·丰斯,true,true
8489715,N. Collonville,ニルス コロンヴィル,尼尔斯·科隆维莱,true,true
8489749,Lamberto Doni,ランベルト ドニ,兰贝托·多尼,true,true
8489757,Brigido Arca,ブリジド アルカ,布里吉多·阿尔卡,true,true
8489758,Frank Iznata,フランク イスナタ,弗兰克·伊斯纳塔,true,true
8489759,Paul Luke,ポール リューク,保尔·卢克,true,true
8489775,Gustavo Lima,グスタヴォ リマ,古斯塔沃·利马,true,true
8489822,Bigas Guixe,ビガス ギゼ,比加斯·吉塞,false,true
8489837,Myeong Daeui,ミョン デウィ,明台威,true,true
8489877,Alban Hary,アルバン アリー,阿尔邦·阿里,true,true
8489899,Constan Jepsen,コンスタンティン イェプセン,康斯坦丁·耶普森,false,true
8489901,Olaf Rubin,オラフ ルービン,奥拉夫·鲁宾,false,true
8489909,Verner Schluter,ヴェルネル スリュタ,维尔纳·施吕特,false,true
8489919,Frederik Rubin,フレデリク ルービン,弗雷德里克·鲁宾,true,true
8489926,C. Drachmann,クリスティアン ドラクマン,克里斯蒂安·德拉克曼,false,true
8489927,J. Sambrell,ホアキン サンブレル,华金·萨姆夫莱利,true,true
8489935,Enric Alkorta,エンリケ アルコルタ,恩里克·阿尔科塔,false,true
8489938,Alban Enthoven,アルバン エントーヴェン,阿尔邦·昂托旺,true,true
8489975,Christof Hocke,クリストフ ホッケ,克里斯托夫·霍克,true,true
8490009,Oleguer Ballus,オレゲール バリュス,奥莱格尔·巴路斯,true,true
8490072,Bi Changhyeong,ピ チャンヒョン,斐昌衡,true,true
8490110,Casimir Berry,カジミール ベリ,卡奇米尔·贝里,true,true
8490126,Jost Strube,ヨースト シュトラブ,约斯特·施特鲁贝,true,true
8490131,Aurelius Rubens,アウレーリウス ルーベンス,奥雷利乌斯·鲁本斯,true,true
8490133,Zuhaitz Vides,スハイツ ビデス,苏海茨·比德斯,false,true
8490154,Steffen Krag,ステファン クラーツ,斯特芬·克拉格,true,true
8490159,Jose V. Polonio,ホセ ビセンテ ポローニオ,何塞-维森特·普罗尼奥,true,true
8490160,Francisco Moneo,フランシスコ モネオ,弗朗西斯科·莫内奥,true,true
8490167,Carl Rink,カール エルンスト リンク,卡尔-恩斯特·林克,false,true
8490178,Teun Mulder,テウン ムルデル,特乌恩·米尔德,true,true
8490185,Jofre Fons,ホフレ フォンス,霍夫雷·丰斯,false,true
8490206,Gian Montero,ジャン カルロ モンテーロ,吉安-卡洛·蒙泰罗,false,true
8490207,Nat Ried,ナット リード,纳特·里德,true,true
8490214,L. Gabilondo,リパティン ガビロンド,利帕丁·加比龙多,false,true
8490218,Pierre Berchot,ピエール ベルショ,皮埃尔·贝尔绍,true,true
8490225,Steffen Berg,ステファン ベア,斯特芬·贝尔,false,true
8490227,Sami Emonet,サミー エモネ,萨米·埃莫内,false,true
8490241,Q. Timmermans,カインテイン ティメルマンス,昆泰恩·蒂梅尔曼斯,true,true
8490275,Adria Tarantino,アドリア タランティーノ,阿德里亚·塔兰蒂诺,true,true
8490276,Hubrecht Prins,フブレフト プリンス,赫布莱夫特·普林斯,false,true
8490278,Dani Randall,ダニ ランドール,达尼·兰德利,false,true
8490279,Severo Gavilan,セベーロ ガビラン,塞维罗·加维兰,false,true
8490303,Regal Soerensen,レガル セーレンセン,雷加尔·瑟伦森,false,true
8490337,Manager,監督,教练,true,true
8490338,Manager,監督,教练,true,true
8490339,Manager,監督,教练,true,true
8490340,Manager,監督,教练,true,true
8490341,Manager,監督,教练,true,true
8490342,Manager,監督,教练,true,true
8490343,Manager,監督,教练,true,true
8490344,Manager,監督,教练,true,true
8490368,Yordi Cosme,ジョルディ コスメ,约尔迪·科斯梅,false,true
8490376,Thom Perrault,トム ペロー,托姆·佩罗,true,true
8490377,François Pernet,フランソワ ペルネ,弗朗索瓦·佩尔内,false,true
8490381,Dionisio Bouzon,ディオニシオ ボウソン,迪奥尼西奥·博松,true,true
8490391,Zuriel Miliband,ズリエル ミリバンド,祖里埃尔·米利班德,true,true
8490402,Fran Brudieu,フラン ブルディエウ,弗兰·布鲁迪奥,true,true
8490409,Moise Tortolero,モイセス トルトレロ,莫伊塞斯·托尔托莱罗,true,true
8490429,Hob Rolt,ホブ ロルト,霍布·罗尔特,true,true
