tecnico_id,nome_en,idade,idade_valor_fisico,nacionalidade_codigo,nacionalidade_nome_pt_br,nacionalidade_sigla,afinidade_codigo,afinidade_nome_pt,afinidade_nome_confirmado,registro_coach_bin,arquivo_origem,cpk_origem,hash_coach_bin,bit_idade,largura_idade,ajuste_idade,bit_nacionalidade,largura_nacionalidade,bit_afinidade,largura_afinidade
8389511,Amin Boulos,45,31,44,Argélia,ALG,0,,False,363,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389515,Dani Grimau,45,31,144,Argentina,ARG,0,,False,364,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389782,Krystiyan Šakić,45,31,200,Croácia,CRO,0,,False,365,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389790,Bogomil Kirov,45,31,199,Bulgária,BUL,0,,False,366,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389815,Marino Saral,45,31,148,Colômbia,COL,0,,False,367,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389816,Manjarin Roteta,45,31,148,Colômbia,COL,0,,False,368,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389819,Simon Curbelo,45,31,148,Colômbia,COL,0,,False,369,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389823,Danylko Bišcan,45,31,200,Croácia,CRO,0,,False,370,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389824,Domagoj Vukić,45,31,200,Croácia,CRO,0,,False,371,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389825,Domagoj Perko,45,31,200,Croácia,CRO,0,,False,372,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389826,Chris Votsis,45,31,201,Chipre,CYP,0,,False,373,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389834,Peder Kvint,45,31,203,Dinamarca,DEN,0,,False,374,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389835,Elias Ballada,45,31,149,Equador,ECU,0,,False,375,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389838,Jonas McCallum,45,31,204,Inglaterra,ENG,0,,False,376,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389844,Andrew Hogan,45,31,204,Inglaterra,ENG,0,,False,377,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389846,Ioan Griesbach,45,31,204,Inglaterra,ENG,0,,False,378,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389847,Jay Ewing,45,31,204,Inglaterra,ENG,0,,False,379,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389848,Micha Letley,45,31,204,Inglaterra,ENG,0,,False,380,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389850,Watkin Dirac,45,31,204,Inglaterra,ENG,0,,False,381,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389852,Sand Hinchliffe,45,31,204,Inglaterra,ENG,0,,False,382,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389855,Inglis Kerridge,45,31,204,Inglaterra,ENG,0,,False,383,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389856,Heston Branson,45,31,204,Inglaterra,ENG,0,,False,384,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389857,Kieron Henryson,45,31,204,Inglaterra,ENG,0,,False,385,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389858,Regi Goldberg,45,31,204,Inglaterra,ENG,0,,False,386,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389859,Malcom Craddock,45,31,204,Inglaterra,ENG,0,,False,387,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389860,Freddie Bain,45,31,204,Inglaterra,ENG,0,,False,388,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389861,Elis Calzaghe,45,31,204,Inglaterra,ENG,0,,False,389,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389862,François Bar,45,31,208,França,FRA,0,,False,390,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389863,Rod Defontaine,45,31,208,França,FRA,0,,False,391,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389864,Gegene Sinclair,45,31,208,França,FRA,0,,False,392,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389865,Toscan Carman,45,31,208,França,FRA,0,,False,393,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389866,C. La Houssaye,45,31,208,França,FRA,0,,False,394,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389868,Feodor Lauris,45,31,208,França,FRA,0,,False,395,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389869,F. Lemercier,45,31,208,França,FRA,0,,False,396,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389870,Jules Galliot,45,31,208,França,FRA,0,,False,397,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389871,Cyril Falzon,45,31,208,França,FRA,0,,False,398,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389873,Sabri Audran,45,31,208,França,FRA,0,,False,399,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389879,Thomas Manzon,45,31,208,França,FRA,0,,False,400,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8389882,Blaise Vierny,45,31,208,França,FRA,0,,False,401,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390007,Georg Aldag,45,31,210,Alemanha,GER,0,,False,402,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390810,Baltsar Stroem,45,31,237,Suécia,SWE,0,,False,403,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390811,Ivan Shjejko,45,31,239,Ucrânia,UKR,0,,False,404,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390812,Pavao Blaškić,45,31,47,Botsuana,BOT,0,,False,405,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390813,Hamed Yusuf Ali,45,31,31,Arábia Saudita,KSA,0,,False,406,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390814,Khalid Talib,45,31,37,Emirados Árabes Unidos,UAE,0,,False,407,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390815,Esme Knightley,45,31,64,Gana,GHA,0,,False,408,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390816,Boris Rankl,45,31,135,Estados Unidos,USA,0,,False,409,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390819,Alperen Everen,45,31,190,Turquia,TUR,0,,False,410,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390820,Admir Bukvić,45,31,198,Bósnia e Herzegovina,BIH,0,,False,411,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390821,Gavril Pavlov,45,31,199,Bulgária,BUL,0,,False,412,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390822,Matviyko Šakić,45,31,200,Croácia,CRO,0,,False,413,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390823,Myhaltso Franić,45,31,200,Croácia,CRO,0,,False,414,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390824,Adam Ryba,45,31,202,República Checa,CZE,0,,False,415,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390826,Wilfrid Knell,45,31,204,Inglaterra,ENG,0,,False,416,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390827,Nico Bjorkstam,45,31,207,Finlândia,FIN,0,,False,417,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390836,Ludovic Kalfon,45,31,208,França,FRA,0,,False,418,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390837,Gerwin Richartz,45,31,210,Alemanha,GER,0,,False,419,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390839,Daphne Notaras,45,31,211,Grécia,GRE,0,,False,420,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390841,Vince Pinotti,45,31,215,Itália,ITA,0,,False,421,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390842,Thonus Prins,45,31,224,Países Baixos,NED,0,,False,422,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390843,Victor Krasko,45,31,230,Rússia,RUS,0,,False,423,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390844,Michael Cook,45,31,232,Escócia,SCO,0,,False,424,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390848,Gerard Aracil,45,31,236,Espanha,ESP,0,,False,425,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390849,Chris Boork,45,31,237,Suécia,SWE,0,,False,426,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390850,Vsevolod Khotya,45,31,239,Ucrânia,UKR,0,,False,427,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390857,Joseba Iraizoz,45,31,236,Espanha,ESP,0,,False,428,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390859,Iban Gordillo,45,31,236,Espanha,ESP,0,,False,429,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390898,Salman Waleed,45,31,37,Emirados Árabes Unidos,UAE,0,,False,430,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390899,Andriy Likhno,45,31,239,Ucrânia,UKR,0,,False,431,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390904,Daniel Coghen,45,31,152,Uruguai,URU,0,,False,432,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390905,Jacomo Rabal,45,31,152,Uruguai,URU,0,,False,433,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390952,Kings Toshack,45,31,241,País de Gales,WAL,0,,False,434,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390954,D. Melachrino,45,31,241,País de Gales,WAL,0,,False,435,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390955,Alton Golding,45,31,241,País de Gales,WAL,0,,False,436,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390956,Barney Widdows,45,31,241,País de Gales,WAL,0,,False,437,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390960,Dugald Glenn,45,31,64,Gana,GHA,0,,False,438,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390971,Kirk Florio,45,31,204,Inglaterra,ENG,0,,False,439,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390975,Adolf Vadim,45,31,208,França,FRA,0,,False,440,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390981,Sid Cousins,45,31,232,Escócia,SCO,0,,False,441,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390987,V. Yarovoi,45,31,239,Ucrânia,UKR,0,,False,442,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390991,Orlando Draper,45,31,64,Gana,GHA,0,,False,443,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390995,Gene Toregrosa,45,31,147,Chile,CHI,0,,False,444,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390997,Nusret Ratković,45,31,198,Bósnia e Herzegovina,BIH,0,,False,445,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390998,Boyko Stanev,45,31,199,Bulgária,BUL,0,,False,446,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8390999,Alern Katičić,45,31,200,Croácia,CRO,0,,False,447,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391007,Georg Knudsen,45,31,203,Dinamarca,DEN,0,,False,448,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391011,Sasa Kauffmann,45,31,210,Alemanha,GER,0,,False,449,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391014,Wiljan Vos,45,31,224,Países Baixos,NED,0,,False,450,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391017,Armando Baraja,45,31,236,Espanha,ESP,0,,False,451,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391022,Slaven Tkalić,45,31,47,Botsuana,BOT,0,,False,452,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391025,Dewey Ryley,45,31,64,Gana,GHA,0,,False,453,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391030,Nakib Seksan,45,31,198,Bósnia e Herzegovina,BIH,0,,False,454,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391036,Gladys Rodwell,45,31,204,Inglaterra,ENG,0,,False,455,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391041,Eva Boccherini,45,31,215,Itália,ITA,0,,False,456,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391042,Niek Hendriks,45,31,224,Países Baixos,NED,0,,False,457,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391052,B. Siegenthaler,45,31,135,Estados Unidos,USA,0,,False,458,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391054,Jose Sorozabal,45,31,147,Chile,CHI,0,,False,459,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391061,Leos Barak,45,31,202,República Checa,CZE,0,,False,460,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391062,Cris Berthelsen,45,31,203,Dinamarca,DEN,0,,False,461,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391072,Helge Prim,45,31,236,Espanha,ESP,0,,False,462,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391089,Alex Farinos,45,31,147,Chile,CHI,0,,False,463,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391091,Erol Sönmez,45,31,190,Turquia,TUR,0,,False,464,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391092,Gojko Krstić,45,31,198,Bósnia e Herzegovina,BIH,0,,False,465,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391096,Ivan Stupar,45,31,200,Croácia,CRO,0,,False,466,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391098,Ivo Antić,45,31,200,Croácia,CRO,0,,False,467,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391105,Vince Schnebel,45,31,210,Alemanha,GER,0,,False,468,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391106,Siegbert Danner,45,31,210,Alemanha,GER,0,,False,469,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391146,Matviyko Vokić,45,31,200,Croácia,CRO,0,,False,470,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391147,Pavao Stosić,45,31,200,Croácia,CRO,0,,False,471,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391152,Auguste Mirouze,45,31,208,França,FRA,0,,False,472,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391153,Hart Von Pocci,45,31,210,Alemanha,GER,0,,False,473,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391156,Joris Martens,45,31,224,Países Baixos,NED,0,,False,474,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391159,Gorca Weindler,45,31,236,Espanha,ESP,0,,False,475,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391174,Massud Uthman,45,31,37,Emirados Árabes Unidos,UAE,0,,False,476,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391185,Gökmen Sunay,45,31,190,Turquia,TUR,0,,False,477,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391189,Orynko Vlahović,45,31,200,Croácia,CRO,0,,False,478,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391215,Erwin Richartz,45,31,210,Alemanha,GER,0,,False,479,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391219,Kurt Polverini,45,31,215,Itália,ITA,0,,False,480,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391252,Mustafa Çinar,45,31,190,Turquia,TUR,0,,False,481,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391255,Maryska Kozniku,45,31,200,Croácia,CRO,0,,False,482,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391256,Ivo Pogorelić,45,31,200,Croácia,CRO,0,,False,483,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391262,Adalbech Kockel,45,31,210,Alemanha,GER,0,,False,484,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391277,Roldan Alesanco,45,31,147,Chile,CHI,0,,False,485,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
8391285,Levi McClair,45,31,204,Inglaterra,ENG,0,,False,486,Coach.bin,dt870_console_win.cpk,092a07c62d1df0f19da6ad0e4e1252de07e5e1df8e9090760734829044c0d42a,231,7,14,170,8,187,3
