card_id,temporada,tipo,overall,roda_motor,nome,posicao,estilo_of,estilo_of_id,estilo_of_novo,estilo_of_pos,estilo_def,estilo_def_id,estilo_def_novo,pe,altura,peso,idade,nacionalidade,impeto_s1,impeto_s2_cond,vaga_s1,vaga_s2,atributos
136306,2026,base,73,false,Lautaro Díaz,CF,Puxa marcação,8,false,CA/SA/MAT,Básico,0,false,Direito,181,71,28,Argentina,,,false,false,"[69,72,74,70,64,59,70,65,62,60,52,51,54,58,40,40,40,40,40,73,77,65,75,62,70,66]"
136308,2027,base,75,false,Martín Garay,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,170,69,26,Argentina,,,false,false,"[62,70,71,70,72,74,58,57,57,66,65,70,64,72,40,40,40,40,40,76,79,64,63,59,77,75]"
136326,2027,base,73,false,Alassane Ndao,RWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,176,64,29,Senegal,,,false,false,"[67,65,74,60,64,59,64,56,51,60,57,54,62,63,40,40,40,40,40,83,84,68,70,58,75,72]"
136386,2027,base,71,false,Kazımcan Karataş,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,182,70,22,Türkiye,,,false,false,"[60,68,65,59,63,66,56,58,59,63,61,64,66,62,40,40,40,40,40,80,73,69,67,61,62,74]"
136393,2027,base,80,false,Sasha Marcich,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,176,74,27,Argentina,,,false,false,"[62,67,73,69,70,72,60,67,60,69,71,80,73,74,40,40,40,40,40,77,78,64,70,66,72,77]"
136394,2027,base,79,false,Marco Pellegrino,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Esquerdo,184,79,23,Argentina,,,false,false,"[56,63,69,61,66,62,52,75,53,55,75,70,73,76,40,40,40,40,40,72,68,67,78,76,66,73]"
136398,2027,base,78,false,Tiago Palacios,AMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Esquerdo,167,68,24,Uruguay,,,false,false,"[70,78,79,79,75,73,65,55,66,72,56,65,61,62,40,40,40,40,40,72,80,74,58,62,77,73]"
136407,2027,base,75,false,Dominic Hyam,CB,Provocador,60,false,,Básico,0,false,Direito,188,70,30,Scotland,,,false,false,"[47,59,52,55,57,61,48,73,50,55,76,72,77,74,40,40,40,40,40,62,58,65,75,76,56,78]"
136408,2027,base,75,false,Sam McCallum,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,177,73,25,England,,,false,false,"[58,65,67,59,66,69,56,68,56,64,65,69,76,73,40,40,40,40,40,81,77,66,75,65,74,71]"
136414,2027,base,74,false,Josh Eccles,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,181,66,25,England,,,false,false,"[62,73,68,71,72,68,57,51,66,69,63,68,77,72,40,40,40,40,40,74,70,69,71,63,75,82]"
136420,2027,base,71,false,Amadou Bakayoko,CF,Artilheiro,4,false,CA,Básico,0,false,Esquerdo,190,80,29,Sierra Leone,,,false,false,"[67,65,60,64,58,54,69,68,57,53,45,47,55,49,40,40,40,40,40,74,69,71,68,78,63,67]"
136424,2027,base,72,false,Matt Godden,CF,Homem de área,12,false,CA,Básico,0,false,Direito,185,78,34,England,,,false,false,"[72,65,67,58,61,55,70,69,53,57,47,45,61,51,40,40,40,40,40,74,69,73,71,64,67,73]"
136433,2027,base,72,false,Ilias Bronkhorst,RB,Lateral atacante,84,false,LD/LE,Básico,0,false,Direito,185,78,28,Netherlands,,,false,false,"[63,65,66,63,65,70,59,64,67,68,63,65,67,65,40,40,40,40,40,75,73,67,72,70,64,74]"
136436,2027,base,70,false,Shayne Pattynama,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,185,82,27,Indonesia,,,false,false,"[62,66,66,63,66,70,55,60,63,64,60,63,62,65,40,40,40,40,40,73,71,65,62,63,67,74]"
136441,2027,base,75,false,Elayis Tavşan,RWF,Lateral móvel,72,false,PTD/PTE/MLD/MLE,Básico,0,false,Esquerdo,183,74,24,Netherlands,,,false,false,"[67,72,74,70,66,68,65,59,65,70,48,46,46,49,40,40,40,40,40,78,76,72,60,64,70,70]"
136449,2027,base,76,false,Daniel Iversen,GK,Goleiro adiantado,64,false,GO,Goleiro defensivo,68,false,Direito,193,80,28,Denmark,,,false,false,"[40,50,41,42,50,52,40,40,50,44,42,41,45,60,72,69,74,70,76,49,53,67,63,72,51,54]"
136460,2027,base,66,false,Jakob Kiilerich,CB,Provocador,60,false,,Básico,0,false,Esquerdo,190,78,23,Denmark,,,false,false,"[47,56,48,49,53,55,55,66,49,50,63,64,71,63,40,40,40,40,40,62,61,63,69,75,51,60]"
136468,2027,base,68,false,Mike Vestergård,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,179,70,28,Denmark,,,false,false,"[62,70,66,65,68,67,60,61,51,54,62,61,63,59,40,40,40,40,40,66,69,63,59,66,65,72]"
136482,2026,base,66,false,Cengizhan Bayrak,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,171,63,27,Türkiye,,,false,false,"[54,65,63,63,60,63,51,58,55,60,61,64,60,62,40,40,40,40,40,71,73,61,65,62,69,68]"
136490,2027,base,73,false,Federico Del Frate,GK,Goleiro adiantado,64,false,GO,Novo (2027),188,true,Esquerdo,192,82,30,Italy,,,false,false,"[45,51,44,42,53,58,45,60,53,46,60,48,45,60,68,67,70,65,68,53,51,67,65,70,54,57]"
136497,2026,base,68,false,Liridon Berisha,CB,Atacante surpresa,40,false,ZC,Básico,0,false,Esquerdo,184,83,29,Switzerland,,,false,false,"[52,52,50,45,58,62,54,68,50,52,70,68,68,62,40,40,40,40,40,62,61,60,64,71,61,62]"
136514,2027,base,76,false,A. Carrasquilla,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Direito,170,64,27,Panama,,,false,false,"[67,73,73,72,75,74,62,56,60,65,63,67,77,65,40,40,40,40,40,70,76,68,64,59,80,80]"
136522,2027,base,74,false,Pius Dorn,RMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,178,70,29,Germany,,,false,false,"[61,64,65,63,66,68,63,58,57,62,55,58,61,74,40,40,40,40,40,83,74,66,68,61,67,86]"
136524,2026,base,71,false,Denis Simani,CB,Provocador,60,false,,Básico,0,false,Esquerdo,187,90,35,Albania,,,false,false,"[53,55,52,52,55,59,54,74,49,58,71,73,81,79,40,40,40,40,40,54,55,63,67,81,50,61]"
136540,2027,base,73,false,Rob Atkinson,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Esquerdo,193,85,27,England,,,false,false,"[48,58,54,52,64,62,45,75,50,55,76,72,70,76,40,40,40,40,40,62,58,66,69,76,57,70]"
136541,2027,base,74,false,Tyler Goodrham,LMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Direito,170,60,22,Republic of Ireland,,,false,false,"[62,70,68,72,71,67,64,46,66,74,54,51,62,65,40,40,40,40,40,73,78,69,58,55,84,75]"
136546,2027,base,75,false,Mark Sykes,RMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,182,78,28,Republic of Ireland,,,false,false,"[65,68,70,65,67,71,66,59,63,74,57,60,66,68,40,40,40,40,40,76,72,70,66,63,71,77]"
136579,2026,base,73,false,Jearl Margaritha,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,181,72,26,Curaçao,,,false,false,"[66,71,72,69,68,70,64,55,62,67,50,52,56,54,40,40,40,40,40,76,74,65,61,59,68,70]"
136585,2027,base,72,false,Nathan Tjoe-A-On,LB,Lateral defensivo,48,false,LD/LE,Básico,0,false,Esquerdo,182,78,24,Indonesia,,,false,false,"[55,66,63,64,66,69,48,66,51,59,68,72,68,71,40,40,40,40,40,73,69,67,62,72,55,76]"
136604,2027,base,76,false,Mathieu Maertens,AMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,185,79,30,Belgium,,,false,false,"[70,74,67,68,72,72,72,62,66,69,58,65,72,75,40,40,40,40,40,67,65,72,67,70,59,76]"
136605,2027,base,71,false,Kamal Sowah,CF,Puxa marcação,8,false,CA/SA/MAT,Básico,0,false,Esquerdo,179,66,25,Ghana,,,false,false,"[67,69,67,62,66,65,66,57,62,67,52,55,62,60,40,40,40,40,40,79,80,72,67,62,67,74]"
136613,2027,base,73,false,Noah Cadiou,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,191,84,27,France,,,false,false,"[61,70,67,65,72,69,58,65,53,56,60,66,67,71,40,40,40,40,40,71,62,76,60,74,55,78]"
136615,2027,base,68,false,Cedric Makutungu,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,175,69,28,France,,,false,false,"[60,64,61,59,62,66,45,61,52,58,67,63,62,61,40,40,40,40,40,76,72,62,62,62,66,70]"
136617,2027,base,68,false,Mathieu Mion,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,179,71,25,France,,,false,false,"[51,61,54,63,65,66,45,66,51,53,61,71,68,66,40,40,40,40,40,71,68,63,73,69,71,78]"
136631,2027,base,74,false,Gonzalo Mottes,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Esquerdo,192,82,27,Argentina,,,false,false,"[52,63,52,54,65,67,53,73,58,57,72,69,70,75,40,40,40,40,40,66,59,64,76,79,57,67]"
136645,2026,base,72,false,Iván López,GK,Básico,0,false,,Goleiro defensivo,68,false,Direito,187,80,30,Argentina,,,false,false,"[41,53,51,49,56,59,41,48,45,41,48,47,50,60,69,70,66,65,67,55,55,64,68,65,50,54]"
136651,2027,base,73,false,Lucas Souto,RB,Lateral defensivo,48,false,LD/LE,Básico,0,false,Direito,180,72,27,Argentina,,,false,false,"[59,65,70,63,60,66,53,63,56,60,68,71,69,72,40,40,40,40,40,75,72,61,65,67,72,79]"
136657,2027,base,70,false,Matías Muñoz,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,185,78,29,Argentina,,,false,false,"[49,59,52,55,62,64,48,65,53,58,68,71,70,62,40,40,40,40,40,66,61,70,66,74,55,62]"
136659,2026,base,70,false,Franco Pulicastro,CF,Pivô,88,false,CA,Básico,0,false,Direito,189,85,27,Argentina,,,false,false,"[73,65,62,60,61,53,70,73,56,53,48,44,55,54,40,40,40,40,40,66,63,71,64,76,58,62]"
136668,2027,base,83,false,Bart Verbruggen,GK,Goleiro adiantado,64,false,GO,Lateral atacante,84,false,Direito,193,75,23,Netherlands,,,false,false,"[40,55,42,45,55,57,40,40,55,47,42,42,45,60,77,76,82,72,80,52,52,67,60,75,54,55]"
136672,2027,base,78,false,Ivan Ilić,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Esquerdo,185,77,24,Serbia,,,false,false,"[64,76,72,72,75,74,64,65,70,74,66,65,70,67,40,40,40,40,40,71,69,77,66,72,66,75]"
136678,2027,base,74,false,Dimitrios Sounas,CMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,177,70,31,Greece,,,false,false,"[67,72,70,72,74,69,66,68,64,67,61,64,63,66,40,40,40,40,40,69,71,72,62,64,68,76]"
136680,2027,base,79,false,Robin Roefs,GK,Goleiro adiantado,64,false,GO,Perito em cruzamento,76,false,Esquerdo,192,72,22,Netherlands,,,false,false,"[40,50,42,45,54,50,40,40,50,48,45,45,47,60,75,70,78,70,76,53,50,68,62,70,54,54]"
136682,2027,base,75,false,Cas Odenthal,CB,Provocador,60,false,,Básico,0,false,Direito,190,79,25,Netherlands,,,false,false,"[55,62,57,62,66,65,52,69,53,57,72,74,72,74,40,40,40,40,40,66,62,64,69,76,59,71]"
136683,2027,base,76,false,Souffian El Karouani,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,178,74,25,Morocco,,,false,false,"[62,72,71,66,66,73,59,61,72,75,62,67,68,65,40,40,40,40,40,78,76,74,66,65,68,80]"
136684,2027,base,73,false,Dirk Proper,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Direito,167,63,23,Netherlands,,,false,false,"[59,73,67,72,75,72,57,60,67,70,62,65,72,66,40,40,40,40,40,68,73,73,63,60,72,77]"
136691,2027,base,71,false,Josias Lukembila,LWF,Lateral móvel,72,false,PTD/PTE/MLD/MLE,Básico,0,false,Esquerdo,181,76,26,Switzerland,,,false,false,"[61,68,71,66,63,61,59,53,50,57,47,45,51,58,40,40,40,40,40,79,80,65,64,69,73,65]"
136702,2027,base,75,false,Frankie Kent,CB,Provocador,60,false,,Básico,0,false,Direito,188,76,30,England,,,false,false,"[55,61,58,60,61,65,53,66,51,55,72,70,68,65,40,40,40,40,40,66,62,61,77,76,57,77]"
136703,2027,base,76,false,Harrison Burrows,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,180,68,23,England,,,false,false,"[62,73,68,67,69,74,57,53,73,78,64,67,69,71,40,40,40,40,40,75,77,74,66,60,76,79]"
136705,2027,base,74,false,Siriki Dembélé,LMF,Lateral móvel,72,false,PTD/PTE/MLD/MLE,Básico,0,false,Direito,173,67,29,Scotland,,,false,false,"[65,69,75,70,66,62,64,53,58,63,48,51,55,58,40,40,40,40,40,81,86,67,62,57,85,69]"
136713,2027,base,74,false,Jack Taylor,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,185,70,27,Republic of Ireland,,,false,false,"[63,71,65,66,73,71,64,59,67,71,57,64,66,61,40,40,40,40,40,72,68,75,67,70,68,79]"
136714,2027,base,72,false,Joe Ward,RMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,167,68,30,England,,,false,false,"[64,67,69,60,65,66,61,51,62,67,61,65,68,62,40,40,40,40,40,75,78,75,70,55,73,78]"
136716,2027,base,70,false,Mads Søndergaard,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Direito,178,67,23,Denmark,,,false,false,"[63,71,66,70,73,69,59,60,62,66,62,64,62,66,40,40,40,40,40,66,70,63,61,56,65,76]"
136718,2027,base,71,false,Sofus Berger,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Esquerdo,175,66,22,Denmark,,,false,false,"[66,71,68,71,71,75,68,61,55,62,56,57,58,61,40,40,40,40,40,71,70,63,60,64,66,68]"
136720,2027,base,75,false,Mariano Bracamonte,RB,Novo (2027),172,true,,Básico,0,false,Direito,178,69,26,Argentina,,,false,false,"[61,70,73,68,60,69,56,69,66,72,65,74,66,64,40,40,40,40,40,74,76,70,73,62,68,75]"
136724,2027,base,74,false,Dylan Glaby,CMF,Novo (2027),156,true,,Básico,0,false,Direito,179,77,29,Argentina,,,false,false,"[62,72,67,70,73,68,57,59,59,61,60,66,74,70,40,40,40,40,40,70,70,68,62,71,61,82]"
136744,2027,base,71,false,Yeison Murillo,CB,Atacante surpresa,40,false,ZC,Básico,0,false,Direito,193,88,32,Colombia,,,false,false,"[52,60,57,56,59,58,48,71,55,60,60,65,66,64,40,40,40,40,40,73,67,65,72,76,60,71]"
136746,2027,base,73,false,Eric Tovo,CB,Atacante surpresa,40,false,ZC,Básico,0,false,Direito,190,90,33,Argentina,,,false,false,"[53,57,55,55,59,63,55,75,57,60,70,67,79,68,40,40,40,40,40,61,58,72,73,78,56,65]"
136752,2027,base,72,false,Brian Sánchez,AMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Direito,169,64,32,Argentina,,,false,false,"[65,77,75,78,67,63,63,56,65,69,54,68,66,67,40,40,40,40,40,75,80,68,64,59,76,71]"
136765,2027,base,75,false,Andrei Burcă,CB,Provocador,60,false,,Básico,0,false,Direito,188,78,32,Romania,,,false,false,"[52,65,55,57,64,62,48,72,50,51,75,70,72,74,40,40,40,40,40,64,61,70,72,78,60,73]"
136766,2027,base,74,false,Adrián Rus,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,188,77,29,Romania,,,false,false,"[50,56,54,56,59,64,51,68,60,57,68,72,77,67,40,40,40,40,40,68,63,71,67,79,57,71]"
136786,2027,base,69,false,Iván Anderson,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,175,68,28,Panama,,,false,false,"[63,62,65,59,61,70,55,58,60,63,65,66,67,60,40,40,40,40,40,76,73,63,61,61,63,71]"
136824,2026,base,70,false,Hicham El Majhad,GK,Básico,0,false,,Goleiro adiantado,64,false,Direito,193,70,35,Morocco,,,false,false,"[40,47,45,40,55,53,42,44,48,40,49,46,55,60,67,64,69,64,70,48,50,61,69,63,47,52]"
136825,2027,base,73,false,Elliot Collier,CF,Puxa marcação,8,false,CA/SA/MAT,Básico,0,false,Direito,193,81,30,New Zealand,,,false,false,"[70,70,72,75,65,63,68,64,55,60,50,52,60,58,40,40,40,40,40,68,71,70,57,76,60,69]"
136826,2027,base,73,false,Callum McCowatt,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,179,73,26,New Zealand,,,false,false,"[61,66,72,62,60,59,67,56,57,65,46,47,57,52,40,40,40,40,40,81,84,69,66,64,70,75]"
136827,2027,base,73,false,Joe Bell,DMF,Primeiro volante,32,false,VOL,Primeiro volante,32,false,Direito,182,77,26,New Zealand,,,false,false,"[60,72,68,70,71,71,57,52,67,65,65,67,72,71,40,40,40,40,40,67,72,71,70,69,70,82]"
136829,2027,base,73,false,Nando Pijnaker,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Esquerdo,192,84,26,New Zealand,,,false,false,"[52,55,56,59,60,62,52,67,58,57,70,69,73,70,40,40,40,40,40,60,64,70,62,80,54,74]"
136834,2027,base,77,false,Jackson Yueill,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,178,75,28,United States,,,false,false,"[65,72,68,74,75,78,61,62,63,66,66,66,74,71,40,40,40,40,40,72,68,72,63,66,71,81]"
136835,2027,base,73,false,Reggie Cannon,RB,Lateral defensivo,48,false,LD/LE,Básico,0,false,Direito,180,74,27,United States,,,false,false,"[56,64,65,60,63,61,57,62,55,60,66,70,63,65,40,40,40,40,40,80,76,62,62,73,60,78]"
136838,2027,base,71,false,Carlos Pineda,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,171,67,28,Honduras,,,false,false,"[64,70,65,68,71,70,65,57,63,66,60,63,67,63,40,40,40,40,40,68,73,72,61,62,70,69]"
136843,2027,base,77,false,Dolev Haziza,LWF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Direito,178,71,30,Israel,,,false,false,"[68,76,70,73,72,76,66,61,66,72,54,58,61,63,40,40,40,40,40,70,75,78,66,65,73,82]"
136844,2027,base,75,false,Shon Weissman,CF,Homem de área,12,false,CA,Básico,0,false,Direito,174,69,29,Israel,,,false,false,"[73,70,67,67,62,57,72,73,55,62,44,48,60,63,40,40,40,40,40,74,70,74,70,65,72,71]"
136845,2027,base,74,false,Neta Lavi,DMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,177,76,29,Israel,,,false,false,"[57,72,64,70,73,70,61,58,60,63,69,74,76,72,40,40,40,40,40,63,67,71,63,68,70,77]"
136868,2027,base,74,false,Tihomir Kostadinov,CMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,179,75,29,North Macedonia,,,false,false,"[64,73,67,68,72,72,64,52,57,62,67,68,73,69,40,40,40,40,40,68,72,68,65,62,71,79]"
136871,2027,base,68,false,Brandon Paiber,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Direito,179,76,30,Malta,,,false,false,"[61,71,64,65,70,68,60,55,62,63,57,63,60,64,40,40,40,40,40,66,67,73,60,62,63,67]"
136873,2027,base,69,false,Rashed Al-Tumi,GK,Goleiro adiantado,64,false,GO,Lateral defensivo,48,false,Direito,197,78,25,Malta,,,false,false,"[40,50,42,40,52,54,40,60,50,48,45,45,44,60,63,62,65,62,67,53,52,65,62,72,52,50]"
136884,2027,base,80,false,Josip Juranović,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,173,69,30,Croatia,,,false,false,"[58,64,64,59,71,77,63,57,77,82,65,65,81,76,40,40,40,40,40,77,85,78,59,62,75,88]"
136893,2026,base,72,false,Kristian Dimitrov,CB,Básico,0,false,,O Destruidor,36,false,Direito,194,82,29,Bulgaria,,,false,false,"[49,60,53,51,59,62,47,73,48,55,72,68,72,67,40,40,40,40,40,65,61,64,68,77,56,65]"
136896,2027,base,78,false,Josh Sargent,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,185,79,25,United States,,,false,false,"[76,71,68,65,62,56,75,70,55,60,47,49,66,62,40,40,40,40,40,76,71,78,72,70,65,71]"
136918,2027,base,67,false,Rei Jones,GK,Goleiro defensivo,68,false,GO,Armador criativo,56,false,Direito,178,73,23,Japan,,,false,false,"[40,48,43,46,45,50,40,41,43,48,47,43,44,60,64,62,68,66,65,50,53,60,71,64,52,50]"
136920,2027,base,70,false,Yuya Takagi,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,175,70,27,Japan,,,false,false,"[60,66,67,64,69,72,58,62,59,65,64,66,62,61,40,40,40,40,40,72,68,66,63,60,69,72]"
136922,2027,base,72,false,Takumi Mase,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,175,70,27,Japan,,,false,false,"[63,66,67,63,65,66,60,63,59,60,62,65,68,66,40,40,40,40,40,75,71,67,69,64,72,79]"
136923,2027,base,72,false,H. Appiah Tawiah,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,192,85,27,Japan,,,false,false,"[44,49,45,47,51,57,44,73,46,53,67,71,75,70,40,40,40,40,40,69,62,68,63,82,52,71]"
136933,2027,base,74,false,Emerson Batalla,RWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Esquerdo,171,73,24,Colombia,,,false,false,"[63,73,77,69,61,66,64,58,68,63,49,52,55,51,40,40,40,40,40,80,79,65,58,63,73,67]"
136934,2027,base,72,false,Carlos Cortés,CF,Novo (2027),216,true,,Básico,0,false,Direito,186,88,24,Colombia,,,false,false,"[73,67,67,73,60,57,68,67,60,62,50,50,54,52,40,40,40,40,40,65,72,68,68,71,60,73]"
136952,2026,base,74,false,Pietro Cianci,CF,Pivô,88,false,CA,Básico,0,false,Esquerdo,196,90,30,Italy,,,false,false,"[72,69,65,74,63,58,71,75,74,62,50,51,65,53,40,40,40,40,40,62,65,68,52,80,56,76]"
136957,2027,base,71,false,Jersson González,RMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,172,65,24,Colombia,,,false,false,"[66,70,71,67,71,70,66,58,62,65,48,53,62,54,40,40,40,40,40,72,76,68,59,59,66,69]"
136961,2027,base,77,false,Harlen Castillo,GK,Goleiro adiantado,64,false,GO,Novo (2027),188,true,Direito,184,80,32,Colombia,,,false,false,"[40,53,53,51,53,54,40,53,50,40,59,45,52,60,73,69,71,69,74,57,55,76,69,65,52,52]"
136965,2027,base,74,false,Jherson Mosquera,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,173,67,26,Colombia,,,false,false,"[57,63,69,58,64,63,57,65,53,63,67,66,73,70,40,40,40,40,40,78,76,64,73,72,68,77]"
136968,2027,base,73,false,Jáder Maza,LMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Esquerdo,174,69,31,Colombia,,,false,false,"[66,71,74,70,67,69,61,59,67,68,53,50,53,51,40,40,40,40,40,73,75,67,65,61,73,71]"
136972,2027,base,72,false,Delio Ramírez,AMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Direito,161,60,25,Colombia,,,false,false,"[67,72,70,72,70,69,69,56,68,69,53,50,63,53,40,40,40,40,40,69,74,68,59,58,69,65]"
136975,2027,base,75,false,Delvin Alfonzo,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,178,72,25,Venezuela,,,false,false,"[61,71,65,68,70,71,52,57,59,69,65,71,68,62,40,40,40,40,40,76,77,67,65,61,67,80]"
136977,2027,base,72,false,Jacobo Pimentel,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,176,70,23,Colombia,,,false,false,"[67,71,73,68,62,64,64,59,63,66,46,48,51,52,40,40,40,40,40,76,73,63,60,58,65,68]"
136980,2027,base,75,false,Iván Scarpeta,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,180,76,29,Colombia,,,false,false,"[57,63,64,60,64,67,52,71,56,59,72,70,73,73,40,40,40,40,40,67,65,68,70,74,62,70]"
136983,2027,base,70,false,Andrés Escobar,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,175,72,28,Colombia,,,false,false,"[64,68,67,63,64,70,53,65,62,63,68,65,66,62,40,40,40,40,40,73,66,65,66,67,63,70]"
136993,2027,base,69,false,Kwon Sung-Yun,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,174,68,24,Korea Republic,,,false,false,"[65,67,70,64,59,61,65,59,54,59,47,49,49,48,40,40,40,40,40,76,76,63,56,59,68,61]"
137000,2027,base,82,false,Xavi Simons,AMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,179,58,22,Netherlands,,,false,false,"[72,80,82,77,78,75,70,57,68,76,52,64,72,60,40,40,40,40,40,70,81,77,62,57,83,77]"
137007,2027,base,77,false,Hannes Wolf,LWF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Esquerdo,179,71,26,Austria,,,false,false,"[70,73,74,70,73,73,67,57,62,73,52,57,72,62,40,40,40,40,40,73,78,70,65,62,74,69]"
137064,2026,base,72,false,Morgan Ferrier,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,185,80,34,Guyana,,,false,false,"[68,65,67,60,63,65,68,68,62,65,52,50,58,52,40,40,40,40,40,75,78,66,63,70,67,72]"
137103,2027,base,77,false,Gonçalo Franco,CMF,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,176,69,25,Portugal,,,false,false,"[61,73,67,69,75,71,64,65,66,70,68,76,82,80,40,40,40,40,40,70,66,71,62,67,75,78]"
137106,2027,base,74,false,Zé Carlos,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,177,72,27,Portugal,,,false,false,"[65,69,69,63,71,70,52,60,56,66,68,63,63,64,40,40,40,40,40,78,78,63,60,62,66,78]"
137122,2027,base,70,false,Moïse Adiléhou,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,190,78,30,Benin,,,false,false,"[53,56,53,50,58,55,47,70,53,55,62,66,71,67,40,40,40,40,40,66,60,67,75,80,56,64]"
137133,2027,base,72,false,Gökhan Sazdağı,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,179,74,31,Türkiye,,,false,false,"[65,69,71,64,61,66,62,58,60,63,61,62,64,66,40,40,40,40,40,80,76,71,68,67,67,69]"
137143,2027,base,67,false,Declan Lambert,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,178,75,27,Australia,,,false,false,"[59,62,63,60,63,68,53,56,60,60,60,65,58,70,40,40,40,40,40,73,71,63,63,60,62,70]"
